comparison_id,dataset_id,condition_id,subject_id,matched_events,ensemble_BACC,constituent_BACC,paired_difference_BACC
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER00:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,107,45,0.5982142857142857,0.6041666666666666,-0.005952380952380931
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER00:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,27,45,0.6235177865612648,0.5810276679841897,0.042490118577075076
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER00:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,39,45,0.5335968379446641,0.6047430830039526,-0.07114624505928857
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER00:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,40,45,0.5029761904761905,0.49404761904761907,0.008928571428571397
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER00:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,47,45,0.5148809523809523,0.5297619047619048,-0.014880952380952439
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER00:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,48,45,0.6739130434782609,0.8260869565217391,-0.15217391304347827
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER00:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,57,45,0.5714285714285714,0.5982142857142857,-0.0267857142857143
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER00:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,6,45,0.5178571428571428,0.5625,-0.044642857142857206
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER00:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,71,45,0.6739130434782609,0.8695652173913043,-0.19565217391304346
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER00:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,93,45,0.8873517786561265,0.8873517786561265,0.0
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER00:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,98,45,0.44367588932806323,0.5088932806324111,-0.0652173913043479
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER00:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,107,45,0.5386904761904762,0.6041666666666666,-0.06547619047619047
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER00:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,27,45,0.558300395256917,0.5810276679841897,-0.022727272727272707
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER00:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,39,45,0.5602766798418972,0.6047430830039526,-0.04446640316205541
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER00:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,40,45,0.5327380952380952,0.49404761904761907,0.038690476190476164
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER00:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,47,45,0.5744047619047619,0.5297619047619048,0.044642857142857095
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER00:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,48,45,0.7381422924901186,0.8260869565217391,-0.08794466403162049
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER00:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,57,45,0.6190476190476191,0.5982142857142857,0.02083333333333337
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER00:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,6,45,0.5357142857142857,0.5625,-0.0267857142857143
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER00:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,71,45,0.6739130434782609,0.8695652173913043,-0.19565217391304346
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER00:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,93,45,0.8231225296442688,0.8873517786561265,-0.06422924901185767
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER00:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,98,45,0.5128458498023716,0.5088932806324111,0.0039525691699604515
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER01:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,107,45,0.6011904761904762,0.6636904761904763,-0.06250000000000011
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER01:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,27,45,0.5800395256916996,0.5810276679841897,-0.0009881422924901129
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER01:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,39,45,0.5118577075098814,0.6007905138339921,-0.08893280632411071
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER01:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,40,45,0.5476190476190476,0.5297619047619048,0.017857142857142794
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER01:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,47,45,0.48511904761904756,0.5,-0.014880952380952439
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER01:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,48,45,0.6511857707509882,0.7381422924901186,-0.08695652173913049
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER01:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,57,45,0.5714285714285714,0.6130952380952381,-0.04166666666666674
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER01:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,6,45,0.5059523809523809,0.4880952380952381,0.01785714285714285
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER01:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,71,45,0.6739130434782609,0.8478260869565217,-0.17391304347826086
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER01:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,93,45,0.8656126482213439,0.8003952569169961,0.06521739130434778
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER01:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,98,45,0.5088932806324111,0.5731225296442688,-0.06422924901185767
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER01:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,107,45,0.5654761904761905,0.6636904761904763,-0.09821428571428581
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER01:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,27,45,0.49308300395256915,0.5810276679841897,-0.08794466403162055
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER01:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,39,45,0.49308300395256915,0.6007905138339921,-0.10770750988142291
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER01:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,40,45,0.5744047619047619,0.5297619047619048,0.044642857142857095
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER01:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,47,45,0.5267857142857143,0.5,0.0267857142857143
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER01:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,48,45,0.6719367588932806,0.7381422924901186,-0.066205533596838
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER01:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,57,45,0.625,0.6130952380952381,0.011904761904761862
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER01:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,6,45,0.5446428571428572,0.4880952380952381,0.056547619047619124
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER01:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,71,45,0.7391304347826086,0.8478260869565217,-0.10869565217391308
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER01:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,93,45,0.8013833992094861,0.8003952569169961,0.0009881422924900019
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER01:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,98,45,0.5118577075098814,0.5731225296442688,-0.06126482213438744
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER02:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,107,45,0.5297619047619048,0.5625,-0.03273809523809523
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER02:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,27,45,0.558300395256917,0.5158102766798419,0.042490118577075076
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER02:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,39,45,0.5316205533596838,0.5563241106719368,-0.024703557312252933
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER02:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,40,45,0.5267857142857143,0.48214285714285715,0.04464285714285715
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER02:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,47,45,0.49702380952380953,0.5297619047619048,-0.03273809523809523
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER02:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,48,45,0.6521739130434783,0.7608695652173914,-0.10869565217391308
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER02:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,57,45,0.6666666666666666,0.6666666666666666,0.0
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER02:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,6,45,0.4732142857142857,0.48809523809523814,-0.014880952380952439
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER02:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,71,45,0.6521739130434783,0.7826086956521738,-0.13043478260869557
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER02:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,93,45,0.8873517786561265,0.8211462450592886,0.0662055335968379
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER02:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,98,45,0.575098814229249,0.48320158102766797,0.09189723320158105
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER02:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,107,45,0.5744047619047619,0.5625,0.011904761904761862
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER02:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,27,45,0.5355731225296443,0.5158102766798419,0.01976284584980237
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER02:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,39,45,0.4713438735177865,0.5563241106719368,-0.08498023715415026
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER02:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,40,45,0.5386904761904762,0.48214285714285715,0.05654761904761901
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER02:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,47,45,0.5327380952380952,0.5297619047619048,0.0029761904761904656
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER02:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,48,45,0.6729249011857708,0.7608695652173914,-0.0879446640316206
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER02:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,57,45,0.6488095238095238,0.6666666666666666,-0.017857142857142794
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER02:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,6,45,0.49404761904761907,0.48809523809523814,0.005952380952380931
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER02:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,71,45,0.7391304347826086,0.7826086956521738,-0.04347826086956519
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER02:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,93,45,0.866600790513834,0.8211462450592886,0.045454545454545414
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER02:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,98,45,0.5355731225296443,0.48320158102766797,0.052371541501976315
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER03:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,107,45,0.5327380952380952,0.5327380952380952,0.0
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER03:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,27,45,0.6225296442687747,0.5820158102766798,0.04051383399209485
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER03:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,39,45,0.5098814229249011,0.6225296442687747,-0.11264822134387353
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER03:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,40,45,0.5238095238095238,0.6190476190476191,-0.09523809523809523
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER03:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,47,45,0.49702380952380953,0.47023809523809523,0.0267857142857143
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER03:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,48,45,0.6304347826086957,0.7598814229249011,-0.12944664031620545
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER03:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,57,45,0.5744047619047619,0.6309523809523809,-0.05654761904761907
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER03:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,6,45,0.5446428571428572,0.5446428571428572,0.0
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER03:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,71,45,0.6739130434782609,0.8695652173913043,-0.19565217391304346
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER03:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,93,45,0.8873517786561265,0.8013833992094861,0.08596837944664038
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER03:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,98,45,0.5731225296442688,0.5948616600790514,-0.021739130434782594
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER03:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,107,45,0.49107142857142855,0.5327380952380952,-0.041666666666666685
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER03:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,27,45,0.5800395256916996,0.5820158102766798,-0.0019762845849802257
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER03:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,39,45,0.46936758893280633,0.6225296442687747,-0.15316205533596833
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER03:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,40,45,0.5119047619047619,0.6190476190476191,-0.1071428571428572
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER03:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,47,45,0.5029761904761905,0.47023809523809523,0.03273809523809523
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER03:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,48,45,0.7164031620553359,0.7598814229249011,-0.04347826086956519
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER03:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,57,45,0.6011904761904763,0.6309523809523809,-0.029761904761904656
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER03:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,6,45,0.5327380952380952,0.5446428571428572,-0.011904761904761973
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER03:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,71,45,0.7391304347826086,0.8695652173913043,-0.13043478260869568
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER03:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,93,45,0.7796442687747036,0.8013833992094861,-0.021739130434782483
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER03:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,98,45,0.5553359683794465,0.5948616600790514,-0.03952569169960485
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER04:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,107,45,0.5505952380952381,0.5297619047619048,0.02083333333333337
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER04:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,27,45,0.6017786561264822,0.6057312252964426,-0.0039525691699604515
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER04:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,39,45,0.4654150197628458,0.6254940711462451,-0.16007905138339928
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER04:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,40,45,0.4553571428571429,0.5357142857142857,-0.0803571428571428
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER04:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,47,45,0.5,0.5119047619047619,-0.011904761904761862
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER04:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,48,45,0.6739130434782609,0.7371541501976284,-0.06324110671936756
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER04:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,57,45,0.5952380952380952,0.6428571428571428,-0.04761904761904756
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER04:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,6,45,0.4613095238095238,0.48511904761904756,-0.02380952380952378
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER04:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,71,45,0.6739130434782609,0.8043478260869565,-0.13043478260869568
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER04:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,93,45,0.8656126482213439,0.8458498023715415,0.01976284584980237
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER04:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,98,45,0.46640316205533594,0.5098814229249011,-0.04347826086956519
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER04:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,107,45,0.5982142857142857,0.5297619047619048,0.06845238095238093
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER04:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,27,45,0.5355731225296443,0.6057312252964426,-0.07015810276679835
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER04:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,39,45,0.5592885375494071,0.6254940711462451,-0.066205533596838
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER04:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,40,45,0.5773809523809523,0.5357142857142857,0.04166666666666663
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER04:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,47,45,0.4880952380952381,0.5119047619047619,-0.02380952380952378
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER04:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,48,45,0.7371541501976284,0.7371541501976284,0.0
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER04:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,57,45,0.6220238095238095,0.6428571428571428,-0.02083333333333326
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER04:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,6,45,0.4732142857142857,0.48511904761904756,-0.011904761904761862
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER04:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,71,45,0.7391304347826086,0.8043478260869565,-0.0652173913043479
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER04:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,93,45,0.8883399209486166,0.8458498023715415,0.042490118577075076
