budget_short,n_effects,BACC_A4_mean,BACC_A4_sd,delta_BACC_mean,delta_BACC_median,delta_BACC_sd,delta_BACC_min,delta_BACC_max,positive_delta_fraction,negative_delta_fraction,delta_F1_mean
128,45,0.5554278977744063,0.0386455251286418,0.0063534998646988,0.0083333333333333,0.0260237141841635,-0.0625,0.0694444444444444,0.6,0.3777777777777777,0.0054860635625998
256,45,0.5975368795553249,0.0581099020270438,0.0213968217528823,0.0145526410348545,0.0368478634566216,-0.0816666666666665,0.1076388888888888,0.7777777777777778,0.1555555555555555,0.0227998614067522
64,45,0.5243813220035223,0.0318252560932606,-0.0034270160986234,-0.0034722222222222,0.033433011574536,-0.0596478620194035,0.0833333333333332,0.4666666666666667,0.5333333333333333,-0.005401030870519
