group_id,report_id,bin_index,lower,upper,count,mean_confidence,accuracy,absolute_gap
GROUP-86c7eb6e539e2a6ad4e7,P03-RELIABILITY-97d10082b5ca4b8c0904,11,0.7333333333333333,0.8,38,0.7683344216004224,0.6578947368421053,0.11043968475831711
GROUP-86c7eb6e539e2a6ad4e7,P03-RELIABILITY-97d10082b5ca4b8c0904,12,0.8,0.8666666666666667,34,0.834865638745852,0.7352941176470589,0.09957152109879308
GROUP-86c7eb6e539e2a6ad4e7,P03-RELIABILITY-97d10082b5ca4b8c0904,13,0.8666666666666667,0.9333333333333333,33,0.8912533551872007,0.7575757575757576,0.13367759761144316
GROUP-86c7eb6e539e2a6ad4e7,P03-RELIABILITY-97d10082b5ca4b8c0904,14,0.9333333333333333,1.0,10,0.9532357047730345,0.6,0.35323570477303456
GROUP-631749d6ecea9793bb6a,P03-RELIABILITY-17758f9e857117ee4697,0,0.0,0.06666666666666667,0,,,
GROUP-631749d6ecea9793bb6a,P03-RELIABILITY-17758f9e857117ee4697,1,0.06666666666666667,0.13333333333333333,0,,,
GROUP-631749d6ecea9793bb6a,P03-RELIABILITY-17758f9e857117ee4697,2,0.13333333333333333,0.2,0,,,
GROUP-631749d6ecea9793bb6a,P03-RELIABILITY-17758f9e857117ee4697,3,0.2,0.26666666666666666,0,,,
GROUP-631749d6ecea9793bb6a,P03-RELIABILITY-17758f9e857117ee4697,4,0.26666666666666666,0.3333333333333333,0,,,
GROUP-631749d6ecea9793bb6a,P03-RELIABILITY-17758f9e857117ee4697,5,0.3333333333333333,0.4,0,,,
GROUP-631749d6ecea9793bb6a,P03-RELIABILITY-17758f9e857117ee4697,6,0.4,0.4666666666666667,0,,,
GROUP-631749d6ecea9793bb6a,P03-RELIABILITY-17758f9e857117ee4697,7,0.4666666666666667,0.5333333333333333,29,0.5138449201540166,0.3103448275862069,0.2035000925678097
GROUP-631749d6ecea9793bb6a,P03-RELIABILITY-17758f9e857117ee4697,8,0.5333333333333333,0.6,54,0.5627099454221212,0.5370370370370371,0.02567290838508407
GROUP-631749d6ecea9793bb6a,P03-RELIABILITY-17758f9e857117ee4697,9,0.6,0.6666666666666666,70,0.6332182882670435,0.5142857142857142,0.11893257398132928
GROUP-631749d6ecea9793bb6a,P03-RELIABILITY-17758f9e857117ee4697,10,0.6666666666666666,0.7333333333333333,50,0.6987092634895704,0.5,0.1987092634895704
GROUP-631749d6ecea9793bb6a,P03-RELIABILITY-17758f9e857117ee4697,11,0.7333333333333333,0.8,52,0.7663113289331083,0.7115384615384616,0.05477286739464671
GROUP-631749d6ecea9793bb6a,P03-RELIABILITY-17758f9e857117ee4697,12,0.8,0.8666666666666667,26,0.8307647531998904,0.6153846153846154,0.21538013781527499
GROUP-631749d6ecea9793bb6a,P03-RELIABILITY-17758f9e857117ee4697,13,0.8666666666666667,0.9333333333333333,7,0.8877262505681542,0.5714285714285714,0.31629767913958284
GROUP-631749d6ecea9793bb6a,P03-RELIABILITY-17758f9e857117ee4697,14,0.9333333333333333,1.0,0,,,
GROUP-590ee3f8ee9943d09c91,P03-RELIABILITY-1a82590d9fb2bd5c2218,0,0.0,0.06666666666666667,0,,,
GROUP-590ee3f8ee9943d09c91,P03-RELIABILITY-1a82590d9fb2bd5c2218,1,0.06666666666666667,0.13333333333333333,0,,,
GROUP-590ee3f8ee9943d09c91,P03-RELIABILITY-1a82590d9fb2bd5c2218,2,0.13333333333333333,0.2,0,,,
GROUP-590ee3f8ee9943d09c91,P03-RELIABILITY-1a82590d9fb2bd5c2218,3,0.2,0.26666666666666666,0,,,
GROUP-590ee3f8ee9943d09c91,P03-RELIABILITY-1a82590d9fb2bd5c2218,4,0.26666666666666666,0.3333333333333333,0,,,
GROUP-590ee3f8ee9943d09c91,P03-RELIABILITY-1a82590d9fb2bd5c2218,5,0.3333333333333333,0.4,0,,,
GROUP-590ee3f8ee9943d09c91,P03-RELIABILITY-1a82590d9fb2bd5c2218,6,0.4,0.4666666666666667,0,,,
GROUP-590ee3f8ee9943d09c91,P03-RELIABILITY-1a82590d9fb2bd5c2218,7,0.4666666666666667,0.5333333333333333,21,0.5133844407195923,0.19047619047619047,0.32290825024340186
GROUP-590ee3f8ee9943d09c91,P03-RELIABILITY-1a82590d9fb2bd5c2218,8,0.5333333333333333,0.6,34,0.5625330127974149,0.5882352941176471,0.025702281320232223
GROUP-590ee3f8ee9943d09c91,P03-RELIABILITY-1a82590d9fb2bd5c2218,9,0.6,0.6666666666666666,48,0.6333651621911729,0.5208333333333334,0.11253182885783952
GROUP-590ee3f8ee9943d09c91,P03-RELIABILITY-1a82590d9fb2bd5c2218,10,0.6666666666666666,0.7333333333333333,33,0.7077593867845591,0.5757575757575758,0.13200181102698327
GROUP-590ee3f8ee9943d09c91,P03-RELIABILITY-1a82590d9fb2bd5c2218,11,0.7333333333333333,0.8,41,0.7664598365491699,0.5853658536585366,0.1810939828906334
GROUP-590ee3f8ee9943d09c91,P03-RELIABILITY-1a82590d9fb2bd5c2218,12,0.8,0.8666666666666667,38,0.8353239039874069,0.7105263157894737,0.12479758819793318
GROUP-590ee3f8ee9943d09c91,P03-RELIABILITY-1a82590d9fb2bd5c2218,13,0.8666666666666667,0.9333333333333333,44,0.8957938844797958,0.5909090909090909,0.30488479357070486
GROUP-590ee3f8ee9943d09c91,P03-RELIABILITY-1a82590d9fb2bd5c2218,14,0.9333333333333333,1.0,29,0.9552694192361264,0.6206896551724138,0.3345797640637126
GROUP-c84bcffc61e947461e1d,P03-RELIABILITY-e8545348adda08d44073,0,0.0,0.06666666666666667,0,,,
GROUP-c84bcffc61e947461e1d,P03-RELIABILITY-e8545348adda08d44073,1,0.06666666666666667,0.13333333333333333,0,,,
GROUP-c84bcffc61e947461e1d,P03-RELIABILITY-e8545348adda08d44073,2,0.13333333333333333,0.2,0,,,
GROUP-c84bcffc61e947461e1d,P03-RELIABILITY-e8545348adda08d44073,3,0.2,0.26666666666666666,0,,,
GROUP-c84bcffc61e947461e1d,P03-RELIABILITY-e8545348adda08d44073,4,0.26666666666666666,0.3333333333333333,0,,,
GROUP-c84bcffc61e947461e1d,P03-RELIABILITY-e8545348adda08d44073,5,0.3333333333333333,0.4,0,,,
GROUP-c84bcffc61e947461e1d,P03-RELIABILITY-e8545348adda08d44073,6,0.4,0.4666666666666667,0,,,
GROUP-c84bcffc61e947461e1d,P03-RELIABILITY-e8545348adda08d44073,7,0.4666666666666667,0.5333333333333333,21,0.5175059836552823,0.47619047619047616,0.04131550746480617
GROUP-c84bcffc61e947461e1d,P03-RELIABILITY-e8545348adda08d44073,8,0.5333333333333333,0.6,36,0.5700194370900494,0.5,0.07001943709004943
GROUP-c84bcffc61e947461e1d,P03-RELIABILITY-e8545348adda08d44073,9,0.6,0.6666666666666666,35,0.6296789727412778,0.5142857142857142,0.11539325845556359
GROUP-c84bcffc61e947461e1d,P03-RELIABILITY-e8545348adda08d44073,10,0.6666666666666666,0.7333333333333333,53,0.6970744508191792,0.6415094339622641,0.05556501685691506
GROUP-c84bcffc61e947461e1d,P03-RELIABILITY-e8545348adda08d44073,11,0.7333333333333333,0.8,34,0.762865926440363,0.6176470588235294,0.14521886761683356
GROUP-c84bcffc61e947461e1d,P03-RELIABILITY-e8545348adda08d44073,12,0.8,0.8666666666666667,36,0.8301677623913406,0.6944444444444444,0.13572331794689618
GROUP-c84bcffc61e947461e1d,P03-RELIABILITY-e8545348adda08d44073,13,0.8666666666666667,0.9333333333333333,47,0.902291918681948,0.723404255319149,0.17888766336279904
GROUP-c84bcffc61e947461e1d,P03-RELIABILITY-e8545348adda08d44073,14,0.9333333333333333,1.0,26,0.9554358637985401,0.6923076923076923,0.2631281714908478
GROUP-4734ee88a16cd0ddc7f2,P03-RELIABILITY-7e6fff24f69e9dfd9a07,0,0.0,0.06666666666666667,0,,,
GROUP-4734ee88a16cd0ddc7f2,P03-RELIABILITY-7e6fff24f69e9dfd9a07,1,0.06666666666666667,0.13333333333333333,0,,,
GROUP-4734ee88a16cd0ddc7f2,P03-RELIABILITY-7e6fff24f69e9dfd9a07,2,0.13333333333333333,0.2,0,,,
