dataset,1/class,2/class,4/class,8/class,16/class,32/class,FULL
BNCI2014_001,0.553761574074074,0.5368730709876542,0.5517746913580247,0.5733989197530864,0.5827498070987654,0.5291087962962963,0.6450038580246914
Lee2019_MI,0.5286822222222223,0.5052444444444444,0.51824,0.5561144444444445,0.5177433333333333,0.5435933333333333,0.82134
PhysioNetMI,0.48282265704112637,0.495810603338451,0.5002694933524973,0.49931728350700677,0.5403162055335968,0.5337634338352987,0.6927906444974358
