dataset,1/class,2/class,4/class,8/class,16/class,32/class,FULL
BNCI2014_001,0.5243055555555556,0.525,0.5354166666666667,0.5416666666666666,0.56875,0.507638888888889,0.6090277777777777
Lee2019_MI,0.5273333333333333,0.49833333333333335,0.5243333333333333,0.5226666666666666,0.49800000000000005,0.5226666666666666,0.7416666666666666
PhysioNetMI,0.49252525252525253,0.4981818181818182,0.5006060606060606,0.5026262626262626,0.5296969696969697,0.5244444444444445,0.62989898989899
