dataset,1/class,2/class,4/class,8/class,16/class,32/class,FULL
BNCI2014_001,0.469869248626976,0.49104026469625134,0.5045105439692935,0.5215688103002025,0.5433607685198153,0.4806559801766162,0.5975607392577175
Lee2019_MI,0.514966575745983,0.42244803094285055,0.5035451419783176,0.474384791504708,0.45637657799917264,0.49410032597994746,0.7409404615674098
PhysioNetMI,0.4734065260919588,0.4935099196693331,0.4917422989847591,0.4360162345956282,0.5094347872461518,0.5186807227907839,0.6257660813912242
