run_cell_id,dataset,budget,budget_id,repeat,seed,terminal_status,BACC,F1_MACRO,ACC,ROC_AUC,observed_denominator,expected_denominator,selected_candidate,lr,weight_decay,dropout,class_weight_policy,best_epoch,kernel_length,depthwise_kernel_length,pool1_kernel_size,pool2_kernel_size,recipe_sha256,effective_patience,effective_min_epochs_before_early_stop,effective_training_policy_label
P02-A0-Lee2019_MI-DNN-EEGNET-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR03,Lee2019_MI,16/class,P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS,3,979399001,SUCCESS,0.47833333333333333,0.4751125657157391,0.47833333333333333,0.47250000000000003,600,600,R7H-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-P500-R1,0.001,0.0,0.5,UNIFORM_NO_WEIGHT,26,40,20,5,10,76a601fee7b69395453f240507abc843c63722c548211f43cf2b88647ac7af09,500,500,
P02-A0-Lee2019_MI-DNN-EEGNET-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR04,Lee2019_MI,16/class,P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS,4,481960638,SUCCESS,0.5033333333333333,0.4212168688738978,0.5033333333333333,0.5627444444444445,600,600,R7H-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-P500-R1,0.001,0.0,0.5,UNIFORM_NO_WEIGHT,545,40,20,5,10,76a601fee7b69395453f240507abc843c63722c548211f43cf2b88647ac7af09,500,500,
P02-A0-Lee2019_MI-DNN-EEGNET-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR00,Lee2019_MI,32/class,P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS,0,610451962,SUCCESS,0.5466666666666666,0.5466465176230055,0.5466666666666666,0.5499666666666667,600,600,R7H-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-P500-R1,0.001,0.0,0.5,UNIFORM_NO_WEIGHT,320,40,20,5,10,76a601fee7b69395453f240507abc843c63722c548211f43cf2b88647ac7af09,500,500,
P02-A0-Lee2019_MI-DNN-EEGNET-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR01,Lee2019_MI,32/class,P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS,1,1817287733,SUCCESS,0.5016666666666667,0.4358047016274864,0.5016666666666667,0.5662666666666667,600,600,R7H-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-P500-R1,0.001,0.0,0.5,UNIFORM_NO_WEIGHT,174,40,20,5,10,76a601fee7b69395453f240507abc843c63722c548211f43cf2b88647ac7af09,500,500,
P02-A0-Lee2019_MI-DNN-EEGNET-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR02,Lee2019_MI,32/class,P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS,2,395539271,SUCCESS,0.5483333333333333,0.544781363472204,0.5483333333333333,0.5442,600,600,R7H-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-P500-R1,0.001,0.0,0.5,UNIFORM_NO_WEIGHT,888,40,20,5,10,76a601fee7b69395453f240507abc843c63722c548211f43cf2b88647ac7af09,500,500,
P02-A0-Lee2019_MI-DNN-EEGNET-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR03,Lee2019_MI,32/class,P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS,3,774915218,SUCCESS,0.5133333333333333,0.44087009803921573,0.5133333333333333,0.5393999999999999,600,600,R7H-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-P500-R1,0.001,0.0,0.5,UNIFORM_NO_WEIGHT,197,40,20,5,10,76a601fee7b69395453f240507abc843c63722c548211f43cf2b88647ac7af09,500,500,
P02-A0-Lee2019_MI-DNN-EEGNET-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR04,Lee2019_MI,32/class,P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS,4,894533101,SUCCESS,0.5033333333333333,0.5023989491378255,0.5033333333333333,0.5181333333333333,600,600,R7H-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-P500-R1,0.001,0.0,0.5,UNIFORM_NO_WEIGHT,396,40,20,5,10,76a601fee7b69395453f240507abc843c63722c548211f43cf2b88647ac7af09,500,500,
P02-A0-Lee2019_MI-DNN-EEGNET-FULL_TRAIN-MR00,Lee2019_MI,FULL,FULL_TRAIN,0,355095607,SUCCESS,0.7383333333333333,0.7383326064794624,0.7383333333333333,0.8035777777777777,600,600,R7H-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-P500-R1,0.001,0.0,0.5,UNIFORM_NO_WEIGHT,616,40,20,5,10,76a601fee7b69395453f240507abc843c63722c548211f43cf2b88647ac7af09,500,500,
P02-A0-Lee2019_MI-DNN-EEGNET-FULL_TRAIN-MR01,Lee2019_MI,FULL,FULL_TRAIN,1,1980134632,SUCCESS,0.735,0.7343794809541178,0.735,0.8340111111111111,600,600,R7H-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-P500-R1,0.001,0.0,0.5,UNIFORM_NO_WEIGHT,193,40,20,5,10,76a601fee7b69395453f240507abc843c63722c548211f43cf2b88647ac7af09,500,500,
P02-A0-Lee2019_MI-DNN-EEGNET-FULL_TRAIN-MR02,Lee2019_MI,FULL,FULL_TRAIN,2,520730916,SUCCESS,0.7383333333333333,0.7380706764283073,0.7383333333333333,0.8258444444444445,600,600,R7H-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-P500-R1,0.001,0.0,0.5,UNIFORM_NO_WEIGHT,102,40,20,5,10,76a601fee7b69395453f240507abc843c63722c548211f43cf2b88647ac7af09,500,500,
P02-A0-Lee2019_MI-DNN-EEGNET-FULL_TRAIN-MR03,Lee2019_MI,FULL,FULL_TRAIN,3,874578305,SUCCESS,0.7566666666666666,0.7542087542087542,0.7566666666666667,0.8329333333333333,600,600,R7H-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-P500-R1,0.001,0.0,0.5,UNIFORM_NO_WEIGHT,395,40,20,5,10,76a601fee7b69395453f240507abc843c63722c548211f43cf2b88647ac7af09,500,500,
P02-A0-Lee2019_MI-DNN-EEGNET-FULL_TRAIN-MR04,Lee2019_MI,FULL,FULL_TRAIN,4,2063085012,SUCCESS,0.74,0.7397107897664071,0.74,0.8103333333333333,600,600,R7H-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-P500-R1,0.001,0.0,0.5,UNIFORM_NO_WEIGHT,534,40,20,5,10,76a601fee7b69395453f240507abc843c63722c548211f43cf2b88647ac7af09,500,500,
P02-A0-PhysioNetMI-DNN-EEGNET-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00,PhysioNetMI,1/class,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,0,746791864,SUCCESS,0.4792490118577075,0.4466849315068493,0.48484848484848486,0.47560676836638033,495,495,R7H-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-P500-R1,0.001,0.0,0.5,UNIFORM_NO_WEIGHT,1,40,20,5,10,76a601fee7b69395453f240507abc843c63722c548211f43cf2b88647ac7af09,500,500,
P02-A0-PhysioNetMI-DNN-EEGNET-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR01,PhysioNetMI,1/class,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,1,498762984,SUCCESS,0.492903341717571,0.4494798234552333,0.4868686868686869,0.4724381798582302,495,495,R7H-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-P500-R1,0.001,0.0,0.5,UNIFORM_NO_WEIGHT,3,40,20,5,10,76a601fee7b69395453f240507abc843c63722c548211f43cf2b88647ac7af09,500,500,
P02-A0-PhysioNetMI-DNN-EEGNET-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR02,PhysioNetMI,1/class,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,2,620721558,SUCCESS,0.49092705713259077,0.475635593220339,0.494949494949495,0.4665256590337439,495,495,R7H-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-P500-R1,0.001,0.0,0.5,UNIFORM_NO_WEIGHT,7,40,20,5,10,76a601fee7b69395453f240507abc843c63722c548211f43cf2b88647ac7af09,500,500,
P02-A0-PhysioNetMI-DNN-EEGNET-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR03,PhysioNetMI,1/class,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,3,1325096558,SUCCESS,0.5064678404599353,0.5063433933884838,0.5070707070707071,0.4967987456309411,495,495,R7H-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-P500-R1,0.001,0.0,0.5,UNIFORM_NO_WEIGHT,596,40,20,5,10,76a601fee7b69395453f240507abc843c63722c548211f43cf2b88647ac7af09,500,500,
P02-A0-PhysioNetMI-DNN-EEGNET-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR04,PhysioNetMI,1/class,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,4,1998853415,SUCCESS,0.4891304347826087,0.4888888888888889,0.4888888888888889,0.5027439323163362,495,495,R7H-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-P500-R1,0.001,0.0,0.5,UNIFORM_NO_WEIGHT,7,40,20,5,10,76a601fee7b69395453f240507abc843c63722c548211f43cf2b88647ac7af09,500,500,
P02-A0-PhysioNetMI-DNN-EEGNET-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR00,PhysioNetMI,2/class,P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS,0,921134985,SUCCESS,0.49973050664750274,0.4987423643550126,0.498989898989899,0.48861594747329573,495,495,R7H-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-P500-R1,0.001,0.0,0.5,UNIFORM_NO_WEIGHT,557,40,20,5,10,76a601fee7b69395453f240507abc843c63722c548211f43cf2b88647ac7af09,500,500,
P02-A0-PhysioNetMI-DNN-EEGNET-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR01,PhysioNetMI,2/class,P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS,1,1219372387,SUCCESS,0.47799137621272003,0.47082166879505494,0.4808080808080808,0.4880687943030738,495,495,R7H-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-P500-R1,0.001,0.0,0.5,UNIFORM_NO_WEIGHT,329,40,20,5,10,76a601fee7b69395453f240507abc843c63722c548211f43cf2b88647ac7af09,500,500,
P02-A0-PhysioNetMI-DNN-EEGNET-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR02,PhysioNetMI,2/class,P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS,2,1349117731,SUCCESS,0.5051203736974488,0.5021926932207861,0.5070707070707071,0.5027030999902002,495,495,R7H-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-P500-R1,0.001,0.0,0.5,UNIFORM_NO_WEIGHT,478,40,20,5,10,76a601fee7b69395453f240507abc843c63722c548211f43cf2b88647ac7af09,500,500,
P02-A0-PhysioNetMI-DNN-EEGNET-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR03,PhysioNetMI,2/class,P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS,3,1727743634,SUCCESS,0.4975745598275243,0.49683827221476073,0.49696969696969695,0.5010208081533989,495,495,R7H-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-P500-R1,0.001,0.0,0.5,UNIFORM_NO_WEIGHT,503,40,20,5,10,76a601fee7b69395453f240507abc843c63722c548211f43cf2b88647ac7af09,500,500,
P02-A0-PhysioNetMI-DNN-EEGNET-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR04,PhysioNetMI,2/class,P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS,4,1408745749,SUCCESS,0.5044915558749551,0.4989545997610514,0.5070707070707071,0.4986443667722863,495,495,R7H-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-P500-R1,0.001,0.0,0.5,UNIFORM_NO_WEIGHT,398,40,20,5,10,76a601fee7b69395453f240507abc843c63722c548211f43cf2b88647ac7af09,500,500,
P02-A0-PhysioNetMI-DNN-EEGNET-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR00,PhysioNetMI,4/class,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,0,1073650428,SUCCESS,0.490298239310097,0.4692121607247023,0.494949494949495,0.5037402410740535,495,495,R7H-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-P500-R1,0.001,0.0,0.5,UNIFORM_NO_WEIGHT,408,40,20,5,10,76a601fee7b69395453f240507abc843c63722c548211f43cf2b88647ac7af09,500,500,
P02-A0-PhysioNetMI-DNN-EEGNET-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR01,PhysioNetMI,4/class,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,1,427971291,SUCCESS,0.4927236794825728,0.48863636363636365,0.494949494949495,0.49500212328095905,495,495,R7H-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-P500-R1,0.001,0.0,0.5,UNIFORM_NO_WEIGHT,442,40,20,5,10,76a601fee7b69395453f240507abc843c63722c548211f43cf2b88647ac7af09,500,500,
P02-A0-PhysioNetMI-DNN-EEGNET-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR02,PhysioNetMI,4/class,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,2,2112565179,SUCCESS,0.5006288178224937,0.5006106302766421,0.501010101010101,0.5055858622153986,495,495,R7H-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-P500-R1,0.001,0.0,0.5,UNIFORM_NO_WEIGHT,1232,40,20,5,10,76a601fee7b69395453f240507abc843c63722c548211f43cf2b88647ac7af09,500,500,
P02-A0-PhysioNetMI-DNN-EEGNET-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR03,PhysioNetMI,4/class,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,3,1148982898,SUCCESS,0.49838303988501614,0.4982506621325573,0.498989898989899,0.49532061542481953,495,495,R7H-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-P500-R1,0.001,0.0,0.5,UNIFORM_NO_WEIGHT,420,40,20,5,10,76a601fee7b69395453f240507abc843c63722c548211f43cf2b88647ac7af09,500,500,
P02-A0-PhysioNetMI-DNN-EEGNET-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR04,PhysioNetMI,4/class,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,4,365391230,SUCCESS,0.5100610851598995,0.5020016781535301,0.5131313131313131,0.5016986247672557,495,495,R7H-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-P500-R1,0.001,0.0,0.5,UNIFORM_NO_WEIGHT,423,40,20,5,10,76a601fee7b69395453f240507abc843c63722c548211f43cf2b88647ac7af09,500,500,
P02-A0-PhysioNetMI-DNN-EEGNET-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR00,PhysioNetMI,8/class,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,0,927901948,SUCCESS,0.5,0.3382352941176471,0.5111111111111111,0.5078806389442393,495,495,R7H-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-P500-R1,0.001,0.0,0.5,UNIFORM_NO_WEIGHT,70,40,20,5,10,76a601fee7b69395453f240507abc843c63722c548211f43cf2b88647ac7af09,500,500,
P02-A0-PhysioNetMI-DNN-EEGNET-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR01,PhysioNetMI,8/class,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,1,726513618,SUCCESS,0.5050305425799497,0.38016528925619836,0.5151515151515151,0.5011596380622612,495,495,R7H-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-P500-R1,0.001,0.0,0.5,UNIFORM_NO_WEIGHT,76,40,20,5,10,76a601fee7b69395453f240507abc843c63722c548211f43cf2b88647ac7af09,500,500,
P02-A0-PhysioNetMI-DNN-EEGNET-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR02,PhysioNetMI,8/class,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,2,257402604,SUCCESS,0.4887711103126123,0.4722433427774073,0.49292929292929294,0.4904289027537321,495,495,R7H-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-P500-R1,0.001,0.0,0.5,UNIFORM_NO_WEIGHT,635,40,20,5,10,76a601fee7b69395453f240507abc843c63722c548211f43cf2b88647ac7af09,500,500,
P02-A0-PhysioNetMI-DNN-EEGNET-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR03,PhysioNetMI,8/class,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,3,1497771044,SUCCESS,0.5079051383399209,0.5070307088905374,0.509090909090909,0.5071293241433378,495,495,R7H-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-P500-R1,0.001,0.0,0.5,UNIFORM_NO_WEIGHT,496,40,20,5,10,76a601fee7b69395453f240507abc843c63722c548211f43cf2b88647ac7af09,500,500,
P02-A0-PhysioNetMI-DNN-EEGNET-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR04,PhysioNetMI,8/class,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,4,1205978837,SUCCESS,0.4835609054976644,0.482406537936351,0.48484848484848486,0.4899879136314637,495,495,R7H-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-P500-R1,0.001,0.0,0.5,UNIFORM_NO_WEIGHT,727,40,20,5,10,76a601fee7b69395453f240507abc843c63722c548211f43cf2b88647ac7af09,500,500,
P02-A0-PhysioNetMI-DNN-EEGNET-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR00,PhysioNetMI,16/class,P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS,0,45611192,SUCCESS,0.5324290334171757,0.510491473383743,0.5373737373737374,0.559966354163264,495,495,R7H-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-P500-R1,0.001,0.0,0.5,UNIFORM_NO_WEIGHT,581,40,20,5,10,76a601fee7b69395453f240507abc843c63722c548211f43cf2b88647ac7af09,500,500,
P02-A0-PhysioNetMI-DNN-EEGNET-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR01,PhysioNetMI,16/class,P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS,1,309035949,SUCCESS,0.5257815307222422,0.515336031163723,0.5292929292929293,0.534535981445791,495,495,R7H-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-P500-R1,0.001,0.0,0.5,UNIFORM_NO_WEIGHT,454,40,20,5,10,76a601fee7b69395453f240507abc843c63722c548211f43cf2b88647ac7af09,500,500,
P02-A0-PhysioNetMI-DNN-EEGNET-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR02,PhysioNetMI,16/class,P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS,2,2130190423,SUCCESS,0.5280273086597197,0.5020879690309995,0.5333333333333333,0.5566589357462516,495,495,R7H-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-P500-R1,0.001,0.0,0.5,UNIFORM_NO_WEIGHT,298,40,20,5,10,76a601fee7b69395453f240507abc843c63722c548211f43cf2b88647ac7af09,500,500,
P02-A0-PhysioNetMI-DNN-EEGNET-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR03,PhysioNetMI,16/class,P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS,3,599737687,SUCCESS,0.5182357168523176,0.5108634470336598,0.5212121212121212,0.531930879038317,495,495,R7H-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-P500-R1,0.001,0.0,0.5,UNIFORM_NO_WEIGHT,1125,40,20,5,10,76a601fee7b69395453f240507abc843c63722c548211f43cf2b88647ac7af09,500,500,
P02-A0-PhysioNetMI-DNN-EEGNET-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-MR04,PhysioNetMI,16/class,P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS,4,1793127568,SUCCESS,0.5231764283147682,0.5083950156186336,0.5272727272727272,0.5184888772743605,495,495,R7H-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-P500-R1,0.001,0.0,0.5,UNIFORM_NO_WEIGHT,358,40,20,5,10,76a601fee7b69395453f240507abc843c63722c548211f43cf2b88647ac7af09,500,500,
P02-A0-PhysioNetMI-DNN-EEGNET-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR00,PhysioNetMI,32/class,P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS,0,113715270,SUCCESS,0.5194933524973051,0.5129657608404794,0.5171717171717172,0.5349851370332864,495,495,R7H-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-P500-R1,0.001,0.0,0.5,UNIFORM_NO_WEIGHT,1041,40,20,5,10,76a601fee7b69395453f240507abc843c63722c548211f43cf2b88647ac7af09,500,500,
P02-A0-PhysioNetMI-DNN-EEGNET-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR01,PhysioNetMI,32/class,P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS,1,311819749,SUCCESS,0.548598634567014,0.5468070496681163,0.5474747474747474,0.5513180674876687,495,495,R7H-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-P500-R1,0.001,0.0,0.5,UNIFORM_NO_WEIGHT,988,40,20,5,10,76a601fee7b69395453f240507abc843c63722c548211f43cf2b88647ac7af09,500,500,
P02-A0-PhysioNetMI-DNN-EEGNET-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR02,PhysioNetMI,32/class,P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS,2,1633510248,SUCCESS,0.5261408551922386,0.499101230097904,0.5212121212121212,0.526247019240192,495,495,R7H-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-P500-R1,0.001,0.0,0.5,UNIFORM_NO_WEIGHT,1188,40,20,5,10,76a601fee7b69395453f240507abc843c63722c548211f43cf2b88647ac7af09,500,500,
P02-A0-PhysioNetMI-DNN-EEGNET-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR03,PhysioNetMI,32/class,P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS,3,1681518460,SUCCESS,0.5246137261947539,0.5244762391415432,0.5252525252525253,0.5192075262143534,495,495,R7H-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-P500-R1,0.001,0.0,0.5,UNIFORM_NO_WEIGHT,905,40,20,5,10,76a601fee7b69395453f240507abc843c63722c548211f43cf2b88647ac7af09,500,500,
P02-A0-PhysioNetMI-DNN-EEGNET-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-MR04,PhysioNetMI,32/class,P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS,4,712106639,SUCCESS,0.512396694214876,0.5100533342058766,0.5111111111111111,0.5370594192009931,495,495,R7H-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-P500-R1,0.001,0.0,0.5,UNIFORM_NO_WEIGHT,371,40,20,5,10,76a601fee7b69395453f240507abc843c63722c548211f43cf2b88647ac7af09,500,500,
P02-A0-PhysioNetMI-DNN-EEGNET-FULL_TRAIN-MR00,PhysioNetMI,FULL,FULL_TRAIN,0,1238888883,SUCCESS,0.6442687747035574,0.6418811934399662,0.6464646464646465,0.7089961780942737,495,495,R7H-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-P500-R1,0.001,0.0,0.5,SKLEARN_BALANCED_TRAIN_FOLD,43,40,20,5,10,76a601fee7b69395453f240507abc843c63722c548211f43cf2b88647ac7af09,500,500,
P02-A0-PhysioNetMI-DNN-EEGNET-FULL_TRAIN-MR01,PhysioNetMI,FULL,FULL_TRAIN,1,607716021,SUCCESS,0.6296263025512037,0.629571319328865,0.6303030303030303,0.6876817038513052,495,495,R7H6-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-P120-PROSPECTIVE-R1,0.001,0.0,0.5,SKLEARN_BALANCED_TRAIN_FOLD,37,40,20,5,10,74fa2011fa0b94a537338792ce9669350e4ca3153b5f1a3ee50ad556d312690e,120,500,
P02-A0-PhysioNetMI-DNN-EEGNET-FULL_TRAIN-MR02,PhysioNetMI,FULL,FULL_TRAIN,2,64262394,SUCCESS,0.6046532518864535,0.5967430375919642,0.6080808080808081,0.6763139842550551,495,495,R7H6-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-P120-PROSPECTIVE-R1,0.001,0.0,0.5,SKLEARN_BALANCED_TRAIN_FOLD,38,40,20,5,10,74fa2011fa0b94a537338792ce9669350e4ca3153b5f1a3ee50ad556d312690e,120,500,
P02-A0-PhysioNetMI-DNN-EEGNET-FULL_TRAIN-MR03,PhysioNetMI,FULL,FULL_TRAIN,3,895439710,SUCCESS,0.6393280632411067,0.6389881342598662,0.6404040404040404,0.6853460947963284,495,495,R7H6-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-P120-PROSPECTIVE-R1,0.001,0.0,0.5,SKLEARN_BALANCED_TRAIN_FOLD,104,40,20,5,10,74fa2011fa0b94a537338792ce9669350e4ca3153b5f1a3ee50ad556d312690e,120,500,
P02-A0-PhysioNetMI-DNN-EEGNET-FULL_TRAIN-MR04,PhysioNetMI,FULL,FULL_TRAIN,4,134174486,SUCCESS,0.622709306503773,0.6216467223354594,0.6242424242424243,0.7056152614902167,495,495,R7H6-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-P120-PROSPECTIVE-R1,0.001,0.0,0.5,UNIFORM_NO_WEIGHT,44,40,20,5,10,74fa2011fa0b94a537338792ce9669350e4ca3153b5f1a3ee50ad556d312690e,120,500,
