dataset,1/class,2/class,4/class,8/class,16/class,32/class,FULL
BNCI2014_001,0.02644365661758303,0.008987624378850511,0.03750964382168442,0.03858699786613348,0.017430417219459867,0.03099821405648003,0.03909913405627566
Lee2019_MI,0.028421431663056305,0.020378365434395834,0.023938578812359678,0.020635729532375024,0.01962849402724972,0.023112045921265117,0.008579691784155852
PhysioNetMI,0.009769314721132794,0.01108124274527746,0.007726677241607562,0.01049668055343254,0.005306654941049814,0.013598870625333334,0.01556146188223528
