dataset_id,model_id,metric_id,budget_per_class,budget_id,point_status,value,attempted_repeats,successful_repeats,non_success_repeats,budget_repeat_id,single_frozen_subset_limitation,integration_revision,integration_source,aggregation_rule,source_run_cell_ids_json,successful_repeat_count,planned_repeat_count,scientific_numeric_result_recomputed,scientific_numeric_result_aggregated_from_existing_metrics
Lee2019_MI,RIE-TS-LR,BACC,2,P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS,VALID,0.4933333333333333,1,1,0,P01_FROZEN_SINGLE_SUBSET,True,P02-INTEGRATED-LOW-LABEL-1-TO-256-R1,PREDECESSOR_1_TO_32_EXACT_ROWS_REUSED,,,,,False,False
Lee2019_MI,RIE-TS-LR,BACC,4,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,VALID,0.4983333333333333,1,1,0,P01_FROZEN_SINGLE_SUBSET,True,P02-INTEGRATED-LOW-LABEL-1-TO-256-R1,PREDECESSOR_1_TO_32_EXACT_ROWS_REUSED,,,,,False,False
Lee2019_MI,RIE-TS-LR,BACC,8,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,VALID,0.5349999999999999,1,1,0,P01_FROZEN_SINGLE_SUBSET,True,P02-INTEGRATED-LOW-LABEL-1-TO-256-R1,PREDECESSOR_1_TO_32_EXACT_ROWS_REUSED,,,,,False,False
Lee2019_MI,RIE-TS-LR,BACC,16,P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS,VALID,0.5700000000000001,1,1,0,P01_FROZEN_SINGLE_SUBSET,True,P02-INTEGRATED-LOW-LABEL-1-TO-256-R1,PREDECESSOR_1_TO_32_EXACT_ROWS_REUSED,,,,,False,False
Lee2019_MI,RIE-TS-LR,BACC,32,P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS,VALID,0.5283333333333333,1,1,0,P01_FROZEN_SINGLE_SUBSET,True,P02-INTEGRATED-LOW-LABEL-1-TO-256-R1,PREDECESSOR_1_TO_32_EXACT_ROWS_REUSED,,,,,False,False
Lee2019_MI,RIE-TS-LR,BACC,64,P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS,VALID,0.665,1,1,0,P01_FROZEN_SINGLE_SUBSET,True,P02-INTEGRATED-LOW-LABEL-1-TO-256-R1,ALREADY_COMPLETE_INTEGRATED_A0_TERMINALS,MEAN_SUCCESSFUL_REPEATS,"[""P02-A0-Lee2019_MI-RIE-TS-LR-P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS-MR00""]",1.0,1.0,False,True
Lee2019_MI,RIE-TS-LR,BACC,128,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,VALID,0.7,1,1,0,P01_FROZEN_SINGLE_SUBSET,True,P02-INTEGRATED-LOW-LABEL-1-TO-256-R1,ALREADY_COMPLETE_INTEGRATED_A0_TERMINALS,MEAN_SUCCESSFUL_REPEATS,"[""P02-A0-Lee2019_MI-RIE-TS-LR-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR00""]",1.0,1.0,False,True
Lee2019_MI,RIE-TS-LR,BACC,256,P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS,VALID,0.72,1,1,0,P01_FROZEN_SINGLE_SUBSET,True,P02-INTEGRATED-LOW-LABEL-1-TO-256-R1,ALREADY_COMPLETE_INTEGRATED_A0_TERMINALS,MEAN_SUCCESSFUL_REPEATS,"[""P02-A0-Lee2019_MI-RIE-TS-LR-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-MR00""]",1.0,1.0,False,True
Lee2019_MI,SSL-CBRAMOD,BACC,1,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,VALID,0.5026666666666666,5,5,0,P01_FROZEN_SINGLE_SUBSET,True,P02-INTEGRATED-LOW-LABEL-1-TO-256-R1,PREDECESSOR_1_TO_32_EXACT_ROWS_REUSED,,,,,False,False
Lee2019_MI,SSL-CBRAMOD,BACC,2,P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS,VALID,0.484,5,5,0,P01_FROZEN_SINGLE_SUBSET,True,P02-INTEGRATED-LOW-LABEL-1-TO-256-R1,PREDECESSOR_1_TO_32_EXACT_ROWS_REUSED,,,,,False,False
Lee2019_MI,SSL-CBRAMOD,BACC,4,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,VALID,0.4956666666666667,5,5,0,P01_FROZEN_SINGLE_SUBSET,True,P02-INTEGRATED-LOW-LABEL-1-TO-256-R1,PREDECESSOR_1_TO_32_EXACT_ROWS_REUSED,,,,,False,False
Lee2019_MI,SSL-CBRAMOD,BACC,8,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,VALID,0.5106666666666666,5,5,0,P01_FROZEN_SINGLE_SUBSET,True,P02-INTEGRATED-LOW-LABEL-1-TO-256-R1,PREDECESSOR_1_TO_32_EXACT_ROWS_REUSED,,,,,False,False
Lee2019_MI,SSL-CBRAMOD,BACC,16,P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS,VALID,0.488,5,5,0,P01_FROZEN_SINGLE_SUBSET,True,P02-INTEGRATED-LOW-LABEL-1-TO-256-R1,PREDECESSOR_1_TO_32_EXACT_ROWS_REUSED,,,,,False,False
Lee2019_MI,SSL-CBRAMOD,BACC,32,P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS,VALID,0.4926666666666667,5,5,0,P01_FROZEN_SINGLE_SUBSET,True,P02-INTEGRATED-LOW-LABEL-1-TO-256-R1,PREDECESSOR_1_TO_32_EXACT_ROWS_REUSED,,,,,False,False
Lee2019_MI,SSL-CBRAMOD,BACC,64,P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS,VALID,0.4846666666666667,5,5,0,P01_FROZEN_SINGLE_SUBSET,True,P02-INTEGRATED-LOW-LABEL-1-TO-256-R1,ALREADY_COMPLETE_INTEGRATED_A0_TERMINALS,MEAN_SUCCESSFUL_REPEATS,"[""P02-A0-Lee2019_MI-SSL-CBRAMOD-P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS-MR00"", ""P02-A0-Lee2019_MI-SSL-CBRAMOD-P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS-MR01"", ""P02-A0-Lee2019_MI-SSL-CBRAMOD-P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS-MR02"", ""P02-A0-Lee2019_MI-SSL-CBRAMOD-P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS-MR03"", ""P02-A0-Lee2019_MI-SSL-CBRAMOD-P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS-MR04""]",5.0,5.0,False,True
Lee2019_MI,SSL-CBRAMOD,BACC,128,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,VALID,0.5346666666666666,5,5,0,P01_FROZEN_SINGLE_SUBSET,True,P02-INTEGRATED-LOW-LABEL-1-TO-256-R1,ALREADY_COMPLETE_INTEGRATED_A0_TERMINALS,MEAN_SUCCESSFUL_REPEATS,"[""P02-A0-Lee2019_MI-SSL-CBRAMOD-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR00"", ""P02-A0-Lee2019_MI-SSL-CBRAMOD-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR01"", ""P02-A0-Lee2019_MI-SSL-CBRAMOD-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR02"", ""P02-A0-Lee2019_MI-SSL-CBRAMOD-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR03"", ""P02-A0-Lee2019_MI-SSL-CBRAMOD-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR04""]",5.0,5.0,False,True
Lee2019_MI,SSL-CBRAMOD,BACC,256,P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS,VALID,0.5593333333333333,5,5,0,P01_FROZEN_SINGLE_SUBSET,True,P02-INTEGRATED-LOW-LABEL-1-TO-256-R1,ALREADY_COMPLETE_INTEGRATED_A0_TERMINALS,MEAN_SUCCESSFUL_REPEATS,"[""P02-A0-Lee2019_MI-SSL-CBRAMOD-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-MR00"", ""P02-A0-Lee2019_MI-SSL-CBRAMOD-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-MR01"", ""P02-A0-Lee2019_MI-SSL-CBRAMOD-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-MR02"", ""P02-A0-Lee2019_MI-SSL-CBRAMOD-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-MR03"", ""P02-A0-Lee2019_MI-SSL-CBRAMOD-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-MR04""]",5.0,5.0,False,True
PhysioNetMI,CLS-CSP-LDA,BACC,1,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,EXPLICIT_NON_SUCCESS,,1,0,1,P01_FROZEN_SINGLE_SUBSET,True,P02-INTEGRATED-LOW-LABEL-1-TO-256-R1,PREDECESSOR_1_TO_32_EXACT_ROWS_REUSED,,,,,False,False
PhysioNetMI,CLS-CSP-LDA,BACC,2,P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS,VALID,0.5458138699245418,1,1,0,P01_FROZEN_SINGLE_SUBSET,True,P02-INTEGRATED-LOW-LABEL-1-TO-256-R1,PREDECESSOR_1_TO_32_EXACT_ROWS_REUSED,,,,,False,False
PhysioNetMI,CLS-CSP-LDA,BACC,4,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,VALID,0.5018864534674811,1,1,0,P01_FROZEN_SINGLE_SUBSET,True,P02-INTEGRATED-LOW-LABEL-1-TO-256-R1,PREDECESSOR_1_TO_32_EXACT_ROWS_REUSED,,,,,False,False
PhysioNetMI,CLS-CSP-LDA,BACC,8,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,VALID,0.5159899389148401,1,1,0,P01_FROZEN_SINGLE_SUBSET,True,P02-INTEGRATED-LOW-LABEL-1-TO-256-R1,PREDECESSOR_1_TO_32_EXACT_ROWS_REUSED,,,,,False,False
PhysioNetMI,CLS-CSP-LDA,BACC,16,P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS,VALID,0.5278476464247215,1,1,0,P01_FROZEN_SINGLE_SUBSET,True,P02-INTEGRATED-LOW-LABEL-1-TO-256-R1,PREDECESSOR_1_TO_32_EXACT_ROWS_REUSED,,,,,False,False
PhysioNetMI,CLS-CSP-LDA,BACC,32,P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS,VALID,0.5038627380524614,1,1,0,P01_FROZEN_SINGLE_SUBSET,True,P02-INTEGRATED-LOW-LABEL-1-TO-256-R1,PREDECESSOR_1_TO_32_EXACT_ROWS_REUSED,,,,,False,False
PhysioNetMI,CLS-CSP-LDA,BACC,64,P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS,VALID,0.5157204455623428,1,1,0,P01_FROZEN_SINGLE_SUBSET,True,P02-INTEGRATED-LOW-LABEL-1-TO-256-R1,ALREADY_COMPLETE_INTEGRATED_A0_TERMINALS,MEAN_SUCCESSFUL_REPEATS,"[""P02-A0-PhysioNetMI-CLS-CSP-LDA-P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS-MR00""]",1.0,1.0,False,True
PhysioNetMI,CLS-CSP-LDA,BACC,128,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,VALID,0.5211103126122889,1,1,0,P01_FROZEN_SINGLE_SUBSET,True,P02-INTEGRATED-LOW-LABEL-1-TO-256-R1,ALREADY_COMPLETE_INTEGRATED_A0_TERMINALS,MEAN_SUCCESSFUL_REPEATS,"[""P02-A0-PhysioNetMI-CLS-CSP-LDA-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR00""]",1.0,1.0,False,True
PhysioNetMI,CLS-CSP-LDA,BACC,256,P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS,VALID,0.5555156306144449,1,1,0,P01_FROZEN_SINGLE_SUBSET,True,P02-INTEGRATED-LOW-LABEL-1-TO-256-R1,ALREADY_COMPLETE_INTEGRATED_A0_TERMINALS,MEAN_SUCCESSFUL_REPEATS,"[""P02-A0-PhysioNetMI-CLS-CSP-LDA-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-MR00""]",1.0,1.0,False,True
PhysioNetMI,DNN-EEGNET,BACC,1,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,VALID,0.4917355371900826,5,5,0,P01_FROZEN_SINGLE_SUBSET,True,P02-INTEGRATED-LOW-LABEL-1-TO-256-R1,PREDECESSOR_1_TO_32_EXACT_ROWS_REUSED,,,,,False,False
PhysioNetMI,DNN-EEGNET,BACC,2,P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS,VALID,0.4969816744520302,5,5,0,P01_FROZEN_SINGLE_SUBSET,True,P02-INTEGRATED-LOW-LABEL-1-TO-256-R1,PREDECESSOR_1_TO_32_EXACT_ROWS_REUSED,,,,,False,False
PhysioNetMI,DNN-EEGNET,BACC,4,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,VALID,0.4984189723320158,5,5,0,P01_FROZEN_SINGLE_SUBSET,True,P02-INTEGRATED-LOW-LABEL-1-TO-256-R1,PREDECESSOR_1_TO_32_EXACT_ROWS_REUSED,,,,,False,False
PhysioNetMI,DNN-EEGNET,BACC,8,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,VALID,0.4970535393460294,5,5,0,P01_FROZEN_SINGLE_SUBSET,True,P02-INTEGRATED-LOW-LABEL-1-TO-256-R1,PREDECESSOR_1_TO_32_EXACT_ROWS_REUSED,,,,,False,False
PhysioNetMI,DNN-EEGNET,BACC,16,P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS,VALID,0.5255300035932446,5,5,0,P01_FROZEN_SINGLE_SUBSET,True,P02-INTEGRATED-LOW-LABEL-1-TO-256-R1,PREDECESSOR_1_TO_32_EXACT_ROWS_REUSED,,,,,False,False
PhysioNetMI,DNN-EEGNET,BACC,32,P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS,VALID,0.5262486525332375,5,5,0,P01_FROZEN_SINGLE_SUBSET,True,P02-INTEGRATED-LOW-LABEL-1-TO-256-R1,PREDECESSOR_1_TO_32_EXACT_ROWS_REUSED,,,,,False,False
PhysioNetMI,DNN-EEGNET,BACC,64,P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS,VALID,0.5331297161336688,5,5,0,P01_FROZEN_SINGLE_SUBSET,True,P02-INTEGRATED-LOW-LABEL-1-TO-256-R1,ALREADY_COMPLETE_INTEGRATED_A0_TERMINALS,MEAN_SUCCESSFUL_REPEATS,"[""P02-A0-PhysioNetMI-DNN-EEGNET-P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS-MR00"", ""P02-A0-PhysioNetMI-DNN-EEGNET-P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS-MR01"", ""P02-A0-PhysioNetMI-DNN-EEGNET-P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS-MR02"", ""P02-A0-PhysioNetMI-DNN-EEGNET-P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS-MR03"", ""P02-A0-PhysioNetMI-DNN-EEGNET-P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS-MR04""]",5.0,5.0,False,True
PhysioNetMI,DNN-EEGNET,BACC,128,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,VALID,0.5505928853754941,5,5,0,P01_FROZEN_SINGLE_SUBSET,True,P02-INTEGRATED-LOW-LABEL-1-TO-256-R1,ALREADY_COMPLETE_INTEGRATED_A0_TERMINALS,MEAN_SUCCESSFUL_REPEATS,"[""P02-A0-PhysioNetMI-DNN-EEGNET-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR00"", ""P02-A0-PhysioNetMI-DNN-EEGNET-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR01"", ""P02-A0-PhysioNetMI-DNN-EEGNET-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR02"", ""P02-A0-PhysioNetMI-DNN-EEGNET-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR03"", ""P02-A0-PhysioNetMI-DNN-EEGNET-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR04""]",5.0,5.0,False,True
PhysioNetMI,DNN-EEGNET,BACC,256,P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS,VALID,0.5696191160618038,5,5,0,P01_FROZEN_SINGLE_SUBSET,True,P02-INTEGRATED-LOW-LABEL-1-TO-256-R1,ALREADY_COMPLETE_INTEGRATED_A0_TERMINALS,MEAN_SUCCESSFUL_REPEATS,"[""P02-A0-PhysioNetMI-DNN-EEGNET-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-MR00"", ""P02-A0-PhysioNetMI-DNN-EEGNET-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-MR01"", ""P02-A0-PhysioNetMI-DNN-EEGNET-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-MR02"", ""P02-A0-PhysioNetMI-DNN-EEGNET-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-MR03"", ""P02-A0-PhysioNetMI-DNN-EEGNET-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-MR04""]",5.0,5.0,False,True
PhysioNetMI,RIE-TS-LR,BACC,1,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,VALID,0.5130255120373697,1,1,0,P01_FROZEN_SINGLE_SUBSET,True,P02-INTEGRATED-LOW-LABEL-1-TO-256-R1,PREDECESSOR_1_TO_32_EXACT_ROWS_REUSED,,,,,False,False
PhysioNetMI,RIE-TS-LR,BACC,2,P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS,VALID,0.5,1,1,0,P01_FROZEN_SINGLE_SUBSET,True,P02-INTEGRATED-LOW-LABEL-1-TO-256-R1,PREDECESSOR_1_TO_32_EXACT_ROWS_REUSED,,,,,False,False
PhysioNetMI,RIE-TS-LR,BACC,4,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,VALID,0.511498383039885,1,1,0,P01_FROZEN_SINGLE_SUBSET,True,P02-INTEGRATED-LOW-LABEL-1-TO-256-R1,PREDECESSOR_1_TO_32_EXACT_ROWS_REUSED,,,,,False,False
PhysioNetMI,RIE-TS-LR,BACC,8,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,VALID,0.5020661157024793,1,1,0,P01_FROZEN_SINGLE_SUBSET,True,P02-INTEGRATED-LOW-LABEL-1-TO-256-R1,PREDECESSOR_1_TO_32_EXACT_ROWS_REUSED,,,,,False,False
PhysioNetMI,RIE-TS-LR,BACC,16,P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS,VALID,0.5482393100970175,1,1,0,P01_FROZEN_SINGLE_SUBSET,True,P02-INTEGRATED-LOW-LABEL-1-TO-256-R1,PREDECESSOR_1_TO_32_EXACT_ROWS_REUSED,,,,,False,False
PhysioNetMI,RIE-TS-LR,BACC,32,P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS,VALID,0.5215594681997844,1,1,0,P01_FROZEN_SINGLE_SUBSET,True,P02-INTEGRATED-LOW-LABEL-1-TO-256-R1,PREDECESSOR_1_TO_32_EXACT_ROWS_REUSED,,,,,False,False
PhysioNetMI,RIE-TS-LR,BACC,64,P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS,VALID,0.5366510959396336,1,1,0,P01_FROZEN_SINGLE_SUBSET,True,P02-INTEGRATED-LOW-LABEL-1-TO-256-R1,ALREADY_COMPLETE_INTEGRATED_A0_TERMINALS,MEAN_SUCCESSFUL_REPEATS,"[""P02-A0-PhysioNetMI-RIE-TS-LR-P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS-MR00""]",1.0,1.0,False,True
PhysioNetMI,RIE-TS-LR,BACC,128,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,VALID,0.5517427236794825,1,1,0,P01_FROZEN_SINGLE_SUBSET,True,P02-INTEGRATED-LOW-LABEL-1-TO-256-R1,ALREADY_COMPLETE_INTEGRATED_A0_TERMINALS,MEAN_SUCCESSFUL_REPEATS,"[""P02-A0-PhysioNetMI-RIE-TS-LR-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR00""]",1.0,1.0,False,True
PhysioNetMI,RIE-TS-LR,BACC,256,P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS,VALID,0.5631512756018685,1,1,0,P01_FROZEN_SINGLE_SUBSET,True,P02-INTEGRATED-LOW-LABEL-1-TO-256-R1,ALREADY_COMPLETE_INTEGRATED_A0_TERMINALS,MEAN_SUCCESSFUL_REPEATS,"[""P02-A0-PhysioNetMI-RIE-TS-LR-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-MR00""]",1.0,1.0,False,True
PhysioNetMI,SSL-CBRAMOD,BACC,1,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,VALID,0.4943406395975566,5,5,0,P01_FROZEN_SINGLE_SUBSET,True,P02-INTEGRATED-LOW-LABEL-1-TO-256-R1,PREDECESSOR_1_TO_32_EXACT_ROWS_REUSED,,,,,False,False
PhysioNetMI,SSL-CBRAMOD,BACC,2,P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS,VALID,0.5038627380524614,5,5,0,P01_FROZEN_SINGLE_SUBSET,True,P02-INTEGRATED-LOW-LABEL-1-TO-256-R1,PREDECESSOR_1_TO_32_EXACT_ROWS_REUSED,,,,,False,False
PhysioNetMI,SSL-CBRAMOD,BACC,4,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,VALID,0.4932446999640675,5,5,0,P01_FROZEN_SINGLE_SUBSET,True,P02-INTEGRATED-LOW-LABEL-1-TO-256-R1,PREDECESSOR_1_TO_32_EXACT_ROWS_REUSED,,,,,False,False
PhysioNetMI,SSL-CBRAMOD,BACC,8,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,VALID,0.505407833273446,5,5,0,P01_FROZEN_SINGLE_SUBSET,True,P02-INTEGRATED-LOW-LABEL-1-TO-256-R1,PREDECESSOR_1_TO_32_EXACT_ROWS_REUSED,,,,,False,False
PhysioNetMI,SSL-CBRAMOD,BACC,16,P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS,VALID,0.5064858066834351,5,5,0,P01_FROZEN_SINGLE_SUBSET,True,P02-INTEGRATED-LOW-LABEL-1-TO-256-R1,PREDECESSOR_1_TO_32_EXACT_ROWS_REUSED,,,,,False,False
PhysioNetMI,SSL-CBRAMOD,BACC,32,P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS,VALID,0.4855371900826446,5,5,0,P01_FROZEN_SINGLE_SUBSET,True,P02-INTEGRATED-LOW-LABEL-1-TO-256-R1,PREDECESSOR_1_TO_32_EXACT_ROWS_REUSED,,,,,False,False
PhysioNetMI,SSL-CBRAMOD,BACC,64,P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS,VALID,0.4966223499820338,5,5,0,P01_FROZEN_SINGLE_SUBSET,True,P02-INTEGRATED-LOW-LABEL-1-TO-256-R1,ALREADY_COMPLETE_INTEGRATED_A0_TERMINALS,MEAN_SUCCESSFUL_REPEATS,"[""P02-A0-PhysioNetMI-SSL-CBRAMOD-P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS-MR00"", ""P02-A0-PhysioNetMI-SSL-CBRAMOD-P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS-MR01"", ""P02-A0-PhysioNetMI-SSL-CBRAMOD-P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS-MR02"", ""P02-A0-PhysioNetMI-SSL-CBRAMOD-P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS-MR03"", ""P02-A0-PhysioNetMI-SSL-CBRAMOD-P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS-MR04""]",5.0,5.0,False,True
PhysioNetMI,SSL-CBRAMOD,BACC,128,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,VALID,0.502299676607977,5,5,0,P01_FROZEN_SINGLE_SUBSET,True,P02-INTEGRATED-LOW-LABEL-1-TO-256-R1,ALREADY_COMPLETE_INTEGRATED_A0_TERMINALS,MEAN_SUCCESSFUL_REPEATS,"[""P02-A0-PhysioNetMI-SSL-CBRAMOD-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR00"", ""P02-A0-PhysioNetMI-SSL-CBRAMOD-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR01"", ""P02-A0-PhysioNetMI-SSL-CBRAMOD-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR02"", ""P02-A0-PhysioNetMI-SSL-CBRAMOD-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR03"", ""P02-A0-PhysioNetMI-SSL-CBRAMOD-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-MR04""]",5.0,5.0,False,True
PhysioNetMI,SSL-CBRAMOD,BACC,256,P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS,VALID,0.5085159899389149,5,5,0,P01_FROZEN_SINGLE_SUBSET,True,P02-INTEGRATED-LOW-LABEL-1-TO-256-R1,ALREADY_COMPLETE_INTEGRATED_A0_TERMINALS,MEAN_SUCCESSFUL_REPEATS,"[""P02-A0-PhysioNetMI-SSL-CBRAMOD-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-MR00"", ""P02-A0-PhysioNetMI-SSL-CBRAMOD-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-MR01"", ""P02-A0-PhysioNetMI-SSL-CBRAMOD-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-MR02"", ""P02-A0-PhysioNetMI-SSL-CBRAMOD-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-MR03"", ""P02-A0-PhysioNetMI-SSL-CBRAMOD-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-MR04""]",5.0,5.0,False,True
