failure_code,count,denominator,fraction
CONDITIONAL_SKIP,591,648,0.9120370370370371
NOT_APPLICABLE_REPEAT_SLOT,42,648,0.06481481481481481
INPUT_INCOMPATIBLE,9,648,0.013888888888888888
FAILED,3,648,0.004629629629629629
DEPENDENCY_BLOCKED,3,648,0.004629629629629629
