file,status,dataset_id,budget_id,budget_short,role_id,model_repeat_index,branch,member,recipe_id,execution_device,epochs_completed,best_epoch,test_loaded_after_checkpoint_sealed,test_set_used_for_selection,class_weight_frozen_from_a0,checkpoint_sha256_present,reason
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS__SSL-CBRAMOD__1__1.json,SUCCESS,,,None,,,SSL-CBRAMOD,1,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:1,68.0,28.0,True,False,True,True,
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS__SSL-CBRAMOD__1__2.json,SUCCESS,,,None,,,SSL-CBRAMOD,2,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:1,71.0,31.0,True,False,True,True,
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS__SSL-CBRAMOD__1__3.json,SUCCESS,,,None,,,SSL-CBRAMOD,3,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:1,55.0,15.0,True,False,True,True,
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS__SSL-CBRAMOD__1__LONG.json,INPUT_INCOMPATIBLE,,,None,,,SSL-CBRAMOD,LONG,,,,,,,,False,CBRAMOD_A4_LONG_INCOMPATIBLE_FAIL_CLOSED_NO_PAD_NO_CROP
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS__SSL-CBRAMOD__2__1.json,SUCCESS,,,None,,,SSL-CBRAMOD,1,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:0,56.0,16.0,True,False,True,True,
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS__SSL-CBRAMOD__2__2.json,SUCCESS,,,None,,,SSL-CBRAMOD,2,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:0,58.0,18.0,True,False,True,True,
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS__SSL-CBRAMOD__2__3.json,SUCCESS,,,None,,,SSL-CBRAMOD,3,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:0,114.0,74.0,True,False,True,True,
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS__SSL-CBRAMOD__2__LONG.json,INPUT_INCOMPATIBLE,,,None,,,SSL-CBRAMOD,LONG,,,,,,,,False,CBRAMOD_A4_LONG_INCOMPATIBLE_FAIL_CLOSED_NO_PAD_NO_CROP
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS__DNN-EEGNET__0__1.json,SUCCESS,,,None,,,DNN-EEGNET,1,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,148.0,28.0,True,False,True,True,
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS__DNN-EEGNET__0__2.json,SUCCESS,,,None,,,DNN-EEGNET,2,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,148.0,28.0,True,False,True,True,
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS__DNN-EEGNET__0__3.json,SUCCESS,,,None,,,DNN-EEGNET,3,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,148.0,28.0,True,False,True,True,
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS__DNN-EEGNET__0__LONG.json,SUCCESS,,,None,,,DNN-EEGNET,LONG,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,122.0,2.0,True,False,True,True,
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS__SSL-CBRAMOD__0__1.json,SUCCESS,,,None,,,SSL-CBRAMOD,1,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:0,64.0,24.0,True,False,True,True,
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS__SSL-CBRAMOD__0__2.json,SUCCESS,,,None,,,SSL-CBRAMOD,2,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:0,60.0,20.0,True,False,True,True,
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS__SSL-CBRAMOD__0__3.json,SUCCESS,,,None,,,SSL-CBRAMOD,3,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:0,88.0,48.0,True,False,True,True,
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS__SSL-CBRAMOD__0__LONG.json,INPUT_INCOMPATIBLE,,,None,,,SSL-CBRAMOD,LONG,,,,,,,,False,CBRAMOD_A4_LONG_INCOMPATIBLE_FAIL_CLOSED_NO_PAD_NO_CROP
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS__DNN-EEGNET__0__1.json,SUCCESS,,,None,,,DNN-EEGNET,1,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,346.0,226.0,True,False,True,True,
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS__DNN-EEGNET__0__2.json,SUCCESS,,,None,,,DNN-EEGNET,2,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,121.0,1.0,True,False,True,True,
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS__DNN-EEGNET__0__3.json,SUCCESS,,,None,,,DNN-EEGNET,3,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,121.0,1.0,True,False,True,True,
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS__DNN-EEGNET__0__LONG.json,SUCCESS,,,None,,,DNN-EEGNET,LONG,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,121.0,1.0,True,False,True,True,
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS__SSL-CBRAMOD__0__1.json,SUCCESS,,,None,,,SSL-CBRAMOD,1,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:0,46.0,6.0,True,False,True,True,
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS__SSL-CBRAMOD__0__2.json,SUCCESS,,,None,,,SSL-CBRAMOD,2,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:0,46.0,6.0,True,False,True,True,
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS__SSL-CBRAMOD__0__3.json,SUCCESS,,,None,,,SSL-CBRAMOD,3,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:0,52.0,12.0,True,False,True,True,
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS__SSL-CBRAMOD__0__LONG.json,INPUT_INCOMPATIBLE,,,None,,,SSL-CBRAMOD,LONG,,,,,,,,False,CBRAMOD_A4_LONG_INCOMPATIBLE_FAIL_CLOSED_NO_PAD_NO_CROP
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS__DNN-EEGNET__0__1.json,SUCCESS,,,None,,,DNN-EEGNET,1,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:1,491.0,371.0,True,False,True,True,
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS__DNN-EEGNET__0__2.json,SUCCESS,,,None,,,DNN-EEGNET,2,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:1,370.0,250.0,True,False,True,True,
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS__DNN-EEGNET__0__3.json,SUCCESS,,,None,,,DNN-EEGNET,3,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:1,139.0,19.0,True,False,True,True,
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS__DNN-EEGNET__0__LONG.json,SUCCESS,,,None,,,DNN-EEGNET,LONG,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:1,291.0,171.0,True,False,True,True,
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS__DNN-EEGNET__1__1.json,SUCCESS,,,None,,,DNN-EEGNET,1,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,147.0,27.0,True,False,True,True,
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS__DNN-EEGNET__1__2.json,SUCCESS,,,None,,,DNN-EEGNET,2,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,336.0,216.0,True,False,True,True,
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS__DNN-EEGNET__1__3.json,SUCCESS,,,None,,,DNN-EEGNET,3,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,404.0,284.0,True,False,True,True,
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS__DNN-EEGNET__1__LONG.json,SUCCESS,,,None,,,DNN-EEGNET,LONG,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,447.0,327.0,True,False,True,True,
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS__DNN-EEGNET__2__1.json,SUCCESS,,,None,,,DNN-EEGNET,1,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,256.0,136.0,True,False,True,True,
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS__DNN-EEGNET__2__2.json,SUCCESS,,,None,,,DNN-EEGNET,2,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,194.0,74.0,True,False,True,True,
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS__DNN-EEGNET__2__3.json,SUCCESS,,,None,,,DNN-EEGNET,3,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,387.0,267.0,True,False,True,True,
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS__DNN-EEGNET__2__LONG.json,SUCCESS,,,None,,,DNN-EEGNET,LONG,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,154.0,34.0,True,False,True,True,
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS__SSL-CBRAMOD__0__1.json,SUCCESS,,,None,,,SSL-CBRAMOD,1,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:1,41.0,1.0,True,False,True,True,
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS__SSL-CBRAMOD__0__2.json,SUCCESS,,,None,,,SSL-CBRAMOD,2,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:1,49.0,9.0,True,False,True,True,
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS__SSL-CBRAMOD__0__3.json,SUCCESS,,,None,,,SSL-CBRAMOD,3,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:1,94.0,54.0,True,False,True,True,
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS__SSL-CBRAMOD__0__LONG.json,INPUT_INCOMPATIBLE,,,None,,,SSL-CBRAMOD,LONG,,,,,,,,False,CBRAMOD_A4_LONG_INCOMPATIBLE_FAIL_CLOSED_NO_PAD_NO_CROP
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS__SSL-CBRAMOD__1__1.json,SUCCESS,,,None,,,SSL-CBRAMOD,1,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:0,55.0,15.0,True,False,True,True,
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS__SSL-CBRAMOD__1__2.json,SUCCESS,,,None,,,SSL-CBRAMOD,2,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:0,51.0,11.0,True,False,True,True,
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS__SSL-CBRAMOD__1__3.json,SUCCESS,,,None,,,SSL-CBRAMOD,3,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:0,66.0,26.0,True,False,True,True,
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS__SSL-CBRAMOD__1__LONG.json,INPUT_INCOMPATIBLE,,,None,,,SSL-CBRAMOD,LONG,,,,,,,,False,CBRAMOD_A4_LONG_INCOMPATIBLE_FAIL_CLOSED_NO_PAD_NO_CROP
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS__SSL-CBRAMOD__2__1.json,SUCCESS,,,None,,,SSL-CBRAMOD,1,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:0,47.0,7.0,True,False,True,True,
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS__SSL-CBRAMOD__2__2.json,SUCCESS,,,None,,,SSL-CBRAMOD,2,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:0,53.0,13.0,True,False,True,True,
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS__SSL-CBRAMOD__2__3.json,SUCCESS,,,None,,,SSL-CBRAMOD,3,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:0,60.0,20.0,True,False,True,True,
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS__SSL-CBRAMOD__2__LONG.json,INPUT_INCOMPATIBLE,,,None,,,SSL-CBRAMOD,LONG,,,,,,,,False,CBRAMOD_A4_LONG_INCOMPATIBLE_FAIL_CLOSED_NO_PAD_NO_CROP
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS__DNN-EEGNET__1__1.json,SUCCESS,,,None,,,DNN-EEGNET,1,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,121.0,1.0,True,False,True,True,
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS__DNN-EEGNET__1__2.json,SUCCESS,,,None,,,DNN-EEGNET,2,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,239.0,119.0,True,False,True,True,
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS__DNN-EEGNET__1__3.json,SUCCESS,,,None,,,DNN-EEGNET,3,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,169.0,49.0,True,False,True,True,
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS__DNN-EEGNET__1__LONG.json,SUCCESS,,,None,,,DNN-EEGNET,LONG,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,122.0,2.0,True,False,True,True,
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS__DNN-EEGNET__2__1.json,SUCCESS,,,None,,,DNN-EEGNET,1,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,122.0,2.0,True,False,True,True,
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS__DNN-EEGNET__2__2.json,SUCCESS,,,None,,,DNN-EEGNET,2,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,152.0,32.0,True,False,True,True,
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS__DNN-EEGNET__2__3.json,SUCCESS,,,None,,,DNN-EEGNET,3,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,124.0,4.0,True,False,True,True,
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS__DNN-EEGNET__2__LONG.json,SUCCESS,,,None,,,DNN-EEGNET,LONG,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,121.0,1.0,True,False,True,True,
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS__SSL-CBRAMOD__1__1.json,SUCCESS,,,None,,,SSL-CBRAMOD,1,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:0,61.0,21.0,True,False,True,True,
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS__SSL-CBRAMOD__1__2.json,SUCCESS,,,None,,,SSL-CBRAMOD,2,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:0,44.0,4.0,True,False,True,True,
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS__SSL-CBRAMOD__1__3.json,SUCCESS,,,None,,,SSL-CBRAMOD,3,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:0,44.0,4.0,True,False,True,True,
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS__SSL-CBRAMOD__1__LONG.json,INPUT_INCOMPATIBLE,,,None,,,SSL-CBRAMOD,LONG,,,,,,,,False,CBRAMOD_A4_LONG_INCOMPATIBLE_FAIL_CLOSED_NO_PAD_NO_CROP
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS__SSL-CBRAMOD__2__1.json,SUCCESS,,,None,,,SSL-CBRAMOD,1,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:0,47.0,7.0,True,False,True,True,
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS__SSL-CBRAMOD__2__2.json,SUCCESS,,,None,,,SSL-CBRAMOD,2,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:0,45.0,5.0,True,False,True,True,
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS__SSL-CBRAMOD__2__3.json,SUCCESS,,,None,,,SSL-CBRAMOD,3,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:0,45.0,5.0,True,False,True,True,
A4MEM-BNCI2014_001__P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS__SSL-CBRAMOD__2__LONG.json,INPUT_INCOMPATIBLE,,,None,,,SSL-CBRAMOD,LONG,,,,,,,,False,CBRAMOD_A4_LONG_INCOMPATIBLE_FAIL_CLOSED_NO_PAD_NO_CROP
A4MEM-Lee2019_MI__FULL_TRAIN__DNN-EEGNET__1__1.json,SUCCESS,,,None,,,DNN-EEGNET,1,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,219.0,99.0,True,False,True,True,
A4MEM-Lee2019_MI__FULL_TRAIN__DNN-EEGNET__1__2.json,SUCCESS,,,None,,,DNN-EEGNET,2,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,492.0,372.0,True,False,True,True,
A4MEM-Lee2019_MI__FULL_TRAIN__DNN-EEGNET__1__3.json,SUCCESS,,,None,,,DNN-EEGNET,3,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,257.0,137.0,True,False,True,True,
A4MEM-Lee2019_MI__FULL_TRAIN__DNN-EEGNET__1__LONG.json,SUCCESS,,,None,,,DNN-EEGNET,LONG,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,552.0,432.0,True,False,True,True,
A4MEM-Lee2019_MI__FULL_TRAIN__DNN-EEGNET__2__1.json,SUCCESS,,,None,,,DNN-EEGNET,1,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:1,370.0,250.0,True,False,True,True,
A4MEM-Lee2019_MI__FULL_TRAIN__DNN-EEGNET__2__2.json,SUCCESS,,,None,,,DNN-EEGNET,2,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:1,225.0,105.0,True,False,True,True,
A4MEM-Lee2019_MI__FULL_TRAIN__DNN-EEGNET__2__3.json,SUCCESS,,,None,,,DNN-EEGNET,3,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:1,250.0,130.0,True,False,True,True,
A4MEM-Lee2019_MI__FULL_TRAIN__DNN-EEGNET__2__LONG.json,SUCCESS,,,None,,,DNN-EEGNET,LONG,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:1,388.0,268.0,True,False,True,True,
A4MEM-Lee2019_MI__FULL_TRAIN__SSL-CBRAMOD__1__1.json,SUCCESS,,,None,,,SSL-CBRAMOD,1,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:0,76.0,36.0,True,False,True,True,
A4MEM-Lee2019_MI__FULL_TRAIN__SSL-CBRAMOD__1__2.json,SUCCESS,,,None,,,SSL-CBRAMOD,2,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:0,48.0,8.0,True,False,True,True,
A4MEM-Lee2019_MI__FULL_TRAIN__SSL-CBRAMOD__1__3.json,SUCCESS,,,None,,,SSL-CBRAMOD,3,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:0,45.0,5.0,True,False,True,True,
A4MEM-Lee2019_MI__FULL_TRAIN__SSL-CBRAMOD__1__LONG.json,INPUT_INCOMPATIBLE,,,None,,,SSL-CBRAMOD,LONG,,,,,,,,False,CBRAMOD_A4_LONG_INCOMPATIBLE_FAIL_CLOSED_NO_PAD_NO_CROP
A4MEM-Lee2019_MI__FULL_TRAIN__SSL-CBRAMOD__2__1.json,SUCCESS,,,None,,,SSL-CBRAMOD,1,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:1,45.0,5.0,True,False,True,True,
A4MEM-Lee2019_MI__FULL_TRAIN__SSL-CBRAMOD__2__2.json,SUCCESS,,,None,,,SSL-CBRAMOD,2,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:1,46.0,6.0,True,False,True,True,
A4MEM-Lee2019_MI__FULL_TRAIN__SSL-CBRAMOD__2__3.json,SUCCESS,,,None,,,SSL-CBRAMOD,3,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:1,44.0,4.0,True,False,True,True,
A4MEM-Lee2019_MI__FULL_TRAIN__SSL-CBRAMOD__2__LONG.json,INPUT_INCOMPATIBLE,,,None,,,SSL-CBRAMOD,LONG,,,,,,,,False,CBRAMOD_A4_LONG_INCOMPATIBLE_FAIL_CLOSED_NO_PAD_NO_CROP
A4MEM-Lee2019_MI__P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS__DNN-EEGNET__0__1.json,SUCCESS,,,None,,,DNN-EEGNET,1,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,320.0,200.0,True,False,True,True,
A4MEM-Lee2019_MI__P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS__DNN-EEGNET__0__2.json,SUCCESS,,,None,,,DNN-EEGNET,2,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,326.0,206.0,True,False,True,True,
A4MEM-Lee2019_MI__P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS__DNN-EEGNET__0__3.json,SUCCESS,,,None,,,DNN-EEGNET,3,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,293.0,173.0,True,False,True,True,
A4MEM-Lee2019_MI__P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS__DNN-EEGNET__0__LONG.json,SUCCESS,,,None,,,DNN-EEGNET,LONG,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,273.0,153.0,True,False,True,True,
A4MEM-Lee2019_MI__P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS__DNN-EEGNET__1__1.json,SUCCESS,,,None,,,DNN-EEGNET,1,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:1,278.0,158.0,True,False,True,True,
A4MEM-Lee2019_MI__P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS__DNN-EEGNET__1__2.json,SUCCESS,,,None,,,DNN-EEGNET,2,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:1,567.0,447.0,True,False,True,True,
A4MEM-Lee2019_MI__P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS__DNN-EEGNET__1__3.json,SUCCESS,,,None,,,DNN-EEGNET,3,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:1,332.0,212.0,True,False,True,True,
A4MEM-Lee2019_MI__P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS__DNN-EEGNET__1__LONG.json,SUCCESS,,,None,,,DNN-EEGNET,LONG,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:1,253.0,133.0,True,False,True,True,
