file,status,dataset_id,budget_id,budget_short,role_id,model_repeat_index,branch,member,recipe_id,execution_device,epochs_completed,best_epoch,test_loaded_after_checkpoint_sealed,test_set_used_for_selection,class_weight_frozen_from_a0,checkpoint_sha256_present,reason
A4MEM-Lee2019_MI__P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS__DNN-EEGNET__1__3.json,SUCCESS,,,None,,,DNN-EEGNET,3,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,230.0,110.0,True,False,True,True,
A4MEM-Lee2019_MI__P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS__DNN-EEGNET__1__LONG.json,SUCCESS,,,None,,,DNN-EEGNET,LONG,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,393.0,273.0,True,False,True,True,
A4MEM-Lee2019_MI__P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS__DNN-EEGNET__2__1.json,SUCCESS,,,None,,,DNN-EEGNET,1,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,311.0,191.0,True,False,True,True,
A4MEM-Lee2019_MI__P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS__DNN-EEGNET__2__2.json,SUCCESS,,,None,,,DNN-EEGNET,2,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,262.0,142.0,True,False,True,True,
A4MEM-Lee2019_MI__P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS__DNN-EEGNET__2__3.json,SUCCESS,,,None,,,DNN-EEGNET,3,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,407.0,287.0,True,False,True,True,
A4MEM-Lee2019_MI__P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS__DNN-EEGNET__2__LONG.json,SUCCESS,,,None,,,DNN-EEGNET,LONG,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,329.0,209.0,True,False,True,True,
A4MEM-Lee2019_MI__P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS__SSL-CBRAMOD__0__1.json,SUCCESS,,,None,,,SSL-CBRAMOD,1,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:0,46.0,6.0,True,False,True,True,
A4MEM-Lee2019_MI__P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS__SSL-CBRAMOD__0__2.json,SUCCESS,,,None,,,SSL-CBRAMOD,2,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:0,79.0,39.0,True,False,True,True,
A4MEM-Lee2019_MI__P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS__SSL-CBRAMOD__0__3.json,SUCCESS,,,None,,,SSL-CBRAMOD,3,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:0,76.0,36.0,True,False,True,True,
A4MEM-Lee2019_MI__P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS__SSL-CBRAMOD__0__LONG.json,INPUT_INCOMPATIBLE,,,None,,,SSL-CBRAMOD,LONG,,,,,,,,False,CBRAMOD_A4_LONG_INCOMPATIBLE_FAIL_CLOSED_NO_PAD_NO_CROP
A4MEM-Lee2019_MI__P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS__SSL-CBRAMOD__1__1.json,SUCCESS,,,None,,,SSL-CBRAMOD,1,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:1,61.0,21.0,True,False,True,True,
A4MEM-Lee2019_MI__P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS__SSL-CBRAMOD__1__2.json,SUCCESS,,,None,,,SSL-CBRAMOD,2,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:1,106.0,66.0,True,False,True,True,
A4MEM-Lee2019_MI__P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS__SSL-CBRAMOD__1__3.json,SUCCESS,,,None,,,SSL-CBRAMOD,3,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:1,94.0,54.0,True,False,True,True,
A4MEM-Lee2019_MI__P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS__SSL-CBRAMOD__1__LONG.json,INPUT_INCOMPATIBLE,,,None,,,SSL-CBRAMOD,LONG,,,,,,,,False,CBRAMOD_A4_LONG_INCOMPATIBLE_FAIL_CLOSED_NO_PAD_NO_CROP
A4MEM-Lee2019_MI__P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS__SSL-CBRAMOD__2__1.json,SUCCESS,,,None,,,SSL-CBRAMOD,1,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:0,45.0,5.0,True,False,True,True,
A4MEM-Lee2019_MI__P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS__SSL-CBRAMOD__2__2.json,SUCCESS,,,None,,,SSL-CBRAMOD,2,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:0,60.0,20.0,True,False,True,True,
A4MEM-Lee2019_MI__P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS__SSL-CBRAMOD__2__3.json,SUCCESS,,,None,,,SSL-CBRAMOD,3,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:0,102.0,62.0,True,False,True,True,
A4MEM-Lee2019_MI__P01-L1-LOW-CAL-OFFICIAL-R2:64_PER_CLASS__SSL-CBRAMOD__2__LONG.json,INPUT_INCOMPATIBLE,,,None,,,SSL-CBRAMOD,LONG,,,,,,,,False,CBRAMOD_A4_LONG_INCOMPATIBLE_FAIL_CLOSED_NO_PAD_NO_CROP
A4MEM-Lee2019_MI__P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS__DNN-EEGNET__1__1.json,SUCCESS,,,None,,,DNN-EEGNET,1,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,181.0,61.0,True,False,True,True,
A4MEM-Lee2019_MI__P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS__DNN-EEGNET__1__2.json,SUCCESS,,,None,,,DNN-EEGNET,2,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,299.0,179.0,True,False,True,True,
A4MEM-Lee2019_MI__P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS__DNN-EEGNET__1__3.json,SUCCESS,,,None,,,DNN-EEGNET,3,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,253.0,133.0,True,False,True,True,
A4MEM-Lee2019_MI__P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS__DNN-EEGNET__1__LONG.json,SUCCESS,,,None,,,DNN-EEGNET,LONG,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,274.0,154.0,True,False,True,True,
A4MEM-Lee2019_MI__P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS__DNN-EEGNET__2__1.json,SUCCESS,,,None,,,DNN-EEGNET,1,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,417.0,297.0,True,False,True,True,
A4MEM-Lee2019_MI__P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS__DNN-EEGNET__2__2.json,SUCCESS,,,None,,,DNN-EEGNET,2,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,140.0,20.0,True,False,True,True,
A4MEM-Lee2019_MI__P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS__DNN-EEGNET__2__3.json,SUCCESS,,,None,,,DNN-EEGNET,3,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,131.0,11.0,True,False,True,True,
A4MEM-Lee2019_MI__P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS__DNN-EEGNET__2__LONG.json,SUCCESS,,,None,,,DNN-EEGNET,LONG,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,266.0,146.0,True,False,True,True,
A4MEM-Lee2019_MI__P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS__SSL-CBRAMOD__1__1.json,SUCCESS,,,None,,,SSL-CBRAMOD,1,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:0,43.0,3.0,True,False,True,True,
A4MEM-Lee2019_MI__P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS__SSL-CBRAMOD__1__2.json,SUCCESS,,,None,,,SSL-CBRAMOD,2,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:0,63.0,23.0,True,False,True,True,
A4MEM-Lee2019_MI__P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS__SSL-CBRAMOD__1__3.json,SUCCESS,,,None,,,SSL-CBRAMOD,3,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:0,65.0,25.0,True,False,True,True,
A4MEM-Lee2019_MI__P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS__SSL-CBRAMOD__1__LONG.json,INPUT_INCOMPATIBLE,,,None,,,SSL-CBRAMOD,LONG,,,,,,,,False,CBRAMOD_A4_LONG_INCOMPATIBLE_FAIL_CLOSED_NO_PAD_NO_CROP
A4MEM-Lee2019_MI__P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS__SSL-CBRAMOD__2__1.json,SUCCESS,,,None,,,SSL-CBRAMOD,1,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:0,68.0,28.0,True,False,True,True,
A4MEM-Lee2019_MI__P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS__SSL-CBRAMOD__2__2.json,SUCCESS,,,None,,,SSL-CBRAMOD,2,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:0,112.0,72.0,True,False,True,True,
A4MEM-Lee2019_MI__P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS__SSL-CBRAMOD__2__3.json,SUCCESS,,,None,,,SSL-CBRAMOD,3,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:0,63.0,23.0,True,False,True,True,
A4MEM-Lee2019_MI__P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS__SSL-CBRAMOD__2__LONG.json,INPUT_INCOMPATIBLE,,,None,,,SSL-CBRAMOD,LONG,,,,,,,,False,CBRAMOD_A4_LONG_INCOMPATIBLE_FAIL_CLOSED_NO_PAD_NO_CROP
A4MEM-PhysioNetMI__FULL_TRAIN__DNN-EEGNET__1__1.json,SUCCESS,,,None,,,DNN-EEGNET,1,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:1,138.0,18.0,True,False,True,True,
A4MEM-PhysioNetMI__FULL_TRAIN__DNN-EEGNET__1__2.json,SUCCESS,,,None,,,DNN-EEGNET,2,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:1,151.0,31.0,True,False,True,True,
A4MEM-PhysioNetMI__FULL_TRAIN__DNN-EEGNET__1__3.json,SUCCESS,,,None,,,DNN-EEGNET,3,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:1,143.0,23.0,True,False,True,True,
A4MEM-PhysioNetMI__FULL_TRAIN__DNN-EEGNET__1__LONG.json,SUCCESS,,,None,,,DNN-EEGNET,LONG,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:1,167.0,47.0,True,False,True,True,
A4MEM-PhysioNetMI__FULL_TRAIN__DNN-EEGNET__2__1.json,SUCCESS,,,None,,,DNN-EEGNET,1,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:1,145.0,25.0,True,False,True,True,
A4MEM-PhysioNetMI__FULL_TRAIN__DNN-EEGNET__2__2.json,SUCCESS,,,None,,,DNN-EEGNET,2,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:1,155.0,35.0,True,False,True,True,
A4MEM-PhysioNetMI__FULL_TRAIN__DNN-EEGNET__2__3.json,SUCCESS,,,None,,,DNN-EEGNET,3,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:1,152.0,32.0,True,False,True,True,
A4MEM-PhysioNetMI__FULL_TRAIN__DNN-EEGNET__2__LONG.json,SUCCESS,,,None,,,DNN-EEGNET,LONG,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:1,147.0,27.0,True,False,True,True,
A4MEM-PhysioNetMI__FULL_TRAIN__SSL-CBRAMOD__1__1.json,SUCCESS,,,None,,,SSL-CBRAMOD,1,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:1,43.0,3.0,True,False,True,True,
A4MEM-PhysioNetMI__FULL_TRAIN__SSL-CBRAMOD__1__2.json,SUCCESS,,,None,,,SSL-CBRAMOD,2,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:1,54.0,14.0,True,False,True,True,
A4MEM-PhysioNetMI__FULL_TRAIN__SSL-CBRAMOD__1__3.json,SUCCESS,,,None,,,SSL-CBRAMOD,3,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:1,46.0,6.0,True,False,True,True,
A4MEM-PhysioNetMI__FULL_TRAIN__SSL-CBRAMOD__1__LONG.json,INPUT_INCOMPATIBLE,,,None,,,SSL-CBRAMOD,LONG,,,,,,,,False,CBRAMOD_A4_LONG_INCOMPATIBLE_FAIL_CLOSED_NO_PAD_NO_CROP
A4MEM-PhysioNetMI__FULL_TRAIN__SSL-CBRAMOD__2__1.json,SUCCESS,,,None,,,SSL-CBRAMOD,1,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:1,48.0,8.0,True,False,True,True,
A4MEM-PhysioNetMI__FULL_TRAIN__SSL-CBRAMOD__2__2.json,SUCCESS,,,None,,,SSL-CBRAMOD,2,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:1,46.0,6.0,True,False,True,True,
A4MEM-PhysioNetMI__FULL_TRAIN__SSL-CBRAMOD__2__3.json,SUCCESS,,,None,,,SSL-CBRAMOD,3,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:1,46.0,6.0,True,False,True,True,
A4MEM-PhysioNetMI__FULL_TRAIN__SSL-CBRAMOD__2__LONG.json,INPUT_INCOMPATIBLE,,,None,,,SSL-CBRAMOD,LONG,,,,,,,,False,CBRAMOD_A4_LONG_INCOMPATIBLE_FAIL_CLOSED_NO_PAD_NO_CROP
A4MEM-PhysioNetMI__P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS__DNN-EEGNET__0__1.json,SUCCESS,,,None,,,DNN-EEGNET,1,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:1,244.0,124.0,True,False,True,True,
A4MEM-PhysioNetMI__P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS__DNN-EEGNET__0__2.json,SUCCESS,,,None,,,DNN-EEGNET,2,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:1,305.0,185.0,True,False,True,True,
A4MEM-PhysioNetMI__P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS__DNN-EEGNET__0__3.json,SUCCESS,,,None,,,DNN-EEGNET,3,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:1,259.0,139.0,True,False,True,True,
A4MEM-PhysioNetMI__P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS__DNN-EEGNET__0__LONG.json,SUCCESS,,,None,,,DNN-EEGNET,LONG,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:1,210.0,90.0,True,False,True,True,
A4MEM-PhysioNetMI__P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS__DNN-EEGNET__1__1.json,SUCCESS,,,None,,,DNN-EEGNET,1,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:1,229.0,109.0,True,False,True,True,
A4MEM-PhysioNetMI__P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS__DNN-EEGNET__1__2.json,SUCCESS,,,None,,,DNN-EEGNET,2,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:1,199.0,79.0,True,False,True,True,
A4MEM-PhysioNetMI__P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS__DNN-EEGNET__1__3.json,SUCCESS,,,None,,,DNN-EEGNET,3,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:1,216.0,96.0,True,False,True,True,
A4MEM-PhysioNetMI__P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS__DNN-EEGNET__1__LONG.json,SUCCESS,,,None,,,DNN-EEGNET,LONG,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:1,247.0,127.0,True,False,True,True,
A4MEM-PhysioNetMI__P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS__DNN-EEGNET__2__1.json,SUCCESS,,,None,,,DNN-EEGNET,1,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,233.0,113.0,True,False,True,True,
A4MEM-PhysioNetMI__P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS__DNN-EEGNET__2__2.json,SUCCESS,,,None,,,DNN-EEGNET,2,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,238.0,118.0,True,False,True,True,
A4MEM-PhysioNetMI__P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS__DNN-EEGNET__2__3.json,SUCCESS,,,None,,,DNN-EEGNET,3,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,286.0,166.0,True,False,True,True,
A4MEM-PhysioNetMI__P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS__DNN-EEGNET__2__LONG.json,SUCCESS,,,None,,,DNN-EEGNET,LONG,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,398.0,278.0,True,False,True,True,
A4MEM-PhysioNetMI__P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS__SSL-CBRAMOD__0__1.json,SUCCESS,,,None,,,SSL-CBRAMOD,1,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:0,63.0,23.0,True,False,True,True,
A4MEM-PhysioNetMI__P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS__SSL-CBRAMOD__0__2.json,SUCCESS,,,None,,,SSL-CBRAMOD,2,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:0,41.0,1.0,True,False,True,True,
A4MEM-PhysioNetMI__P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS__SSL-CBRAMOD__0__3.json,SUCCESS,,,None,,,SSL-CBRAMOD,3,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:0,65.0,25.0,True,False,True,True,
A4MEM-PhysioNetMI__P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS__SSL-CBRAMOD__0__LONG.json,INPUT_INCOMPATIBLE,,,None,,,SSL-CBRAMOD,LONG,,,,,,,,False,CBRAMOD_A4_LONG_INCOMPATIBLE_FAIL_CLOSED_NO_PAD_NO_CROP
A4MEM-PhysioNetMI__P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS__SSL-CBRAMOD__1__1.json,SUCCESS,,,None,,,SSL-CBRAMOD,1,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:0,59.0,19.0,True,False,True,True,
A4MEM-PhysioNetMI__P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS__SSL-CBRAMOD__1__2.json,SUCCESS,,,None,,,SSL-CBRAMOD,2,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:0,42.0,2.0,True,False,True,True,
A4MEM-PhysioNetMI__P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS__SSL-CBRAMOD__1__3.json,SUCCESS,,,None,,,SSL-CBRAMOD,3,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:0,41.0,1.0,True,False,True,True,
A4MEM-PhysioNetMI__P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS__SSL-CBRAMOD__1__LONG.json,INPUT_INCOMPATIBLE,,,None,,,SSL-CBRAMOD,LONG,,,,,,,,False,CBRAMOD_A4_LONG_INCOMPATIBLE_FAIL_CLOSED_NO_PAD_NO_CROP
A4MEM-PhysioNetMI__P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS__SSL-CBRAMOD__2__1.json,SUCCESS,,,None,,,SSL-CBRAMOD,1,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:1,134.0,94.0,True,False,True,True,
A4MEM-PhysioNetMI__P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS__SSL-CBRAMOD__2__2.json,SUCCESS,,,None,,,SSL-CBRAMOD,2,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:1,42.0,2.0,True,False,True,True,
A4MEM-PhysioNetMI__P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS__SSL-CBRAMOD__2__3.json,SUCCESS,,,None,,,SSL-CBRAMOD,3,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:1,47.0,7.0,True,False,True,True,
A4MEM-PhysioNetMI__P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS__SSL-CBRAMOD__2__LONG.json,INPUT_INCOMPATIBLE,,,None,,,SSL-CBRAMOD,LONG,,,,,,,,False,CBRAMOD_A4_LONG_INCOMPATIBLE_FAIL_CLOSED_NO_PAD_NO_CROP
A4MEM-PhysioNetMI__P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS__DNN-EEGNET__0__1.json,SUCCESS,,,None,,,DNN-EEGNET,1,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,202.0,82.0,True,False,True,True,
A4MEM-PhysioNetMI__P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS__DNN-EEGNET__0__2.json,SUCCESS,,,None,,,DNN-EEGNET,2,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,375.0,255.0,True,False,True,True,
A4MEM-PhysioNetMI__P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS__DNN-EEGNET__0__3.json,SUCCESS,,,None,,,DNN-EEGNET,3,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,173.0,53.0,True,False,True,True,
A4MEM-PhysioNetMI__P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS__DNN-EEGNET__0__LONG.json,SUCCESS,,,None,,,DNN-EEGNET,LONG,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,177.0,57.0,True,False,True,True,
A4MEM-PhysioNetMI__P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS__SSL-CBRAMOD__0__1.json,SUCCESS,,,None,,,SSL-CBRAMOD,1,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:0,46.0,6.0,True,False,True,True,
A4MEM-PhysioNetMI__P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS__SSL-CBRAMOD__0__2.json,SUCCESS,,,None,,,SSL-CBRAMOD,2,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:0,73.0,33.0,True,False,True,True,
A4MEM-PhysioNetMI__P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS__SSL-CBRAMOD__0__3.json,SUCCESS,,,None,,,SSL-CBRAMOD,3,R6-CBRAMOD-SOURCE-CENTERED-R1,cuda:0,53.0,13.0,True,False,True,True,
A4MEM-PhysioNetMI__P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS__SSL-CBRAMOD__0__LONG.json,INPUT_INCOMPATIBLE,,,None,,,SSL-CBRAMOD,LONG,,,,,,,,False,CBRAMOD_A4_LONG_INCOMPATIBLE_FAIL_CLOSED_NO_PAD_NO_CROP
A4MEM-PhysioNetMI__P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS__DNN-EEGNET__1__1.json,SUCCESS,,,None,,,DNN-EEGNET,1,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,441.0,321.0,True,False,True,True,
A4MEM-PhysioNetMI__P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS__DNN-EEGNET__1__2.json,SUCCESS,,,None,,,DNN-EEGNET,2,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,121.0,1.0,True,False,True,True,
A4MEM-PhysioNetMI__P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS__DNN-EEGNET__1__3.json,SUCCESS,,,None,,,DNN-EEGNET,3,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,128.0,8.0,True,False,True,True,
A4MEM-PhysioNetMI__P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS__DNN-EEGNET__1__LONG.json,SUCCESS,,,None,,,DNN-EEGNET,LONG,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,137.0,17.0,True,False,True,True,
A4MEM-PhysioNetMI__P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS__DNN-EEGNET__2__1.json,SUCCESS,,,None,,,DNN-EEGNET,1,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,122.0,2.0,True,False,True,True,
A4MEM-PhysioNetMI__P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS__DNN-EEGNET__2__2.json,SUCCESS,,,None,,,DNN-EEGNET,2,R7H7-EEGNET-LAWHERN-SMR-SOURCE-CENTERED-P01-160HZ-10000E-TRUE-P120-R1,cuda:0,243.0,123.0,True,False,True,True,
