budget_short,n_effects,BACC_A4_mean,BACC_A4_sd,delta_BACC_mean,delta_BACC_median,delta_BACC_sd,delta_BACC_min,delta_BACC_max,positive_delta_fraction,negative_delta_fraction,delta_F1_mean
1,270,0.5015924444583865,0.04003858556292497,0.004865096211714571,0.0,0.05545800547209189,-0.13,0.16699604743083007,0.48148148148148145,0.42592592592592593,
128,270,0.5472108867604036,0.0834718229270687,0.008113281422460166,0.010000000000000009,0.07128488535946113,-0.16999999999999993,0.21130952380952384,0.5555555555555556,0.4148148148148148,
16,90,0.5172032087611799,0.05375013854023376,-0.001200212964705717,0.0,0.06393108851353707,-0.16403162055335962,0.11462450592885376,0.43333333333333335,0.4,
256,270,0.5930601819901337,0.10247782742490227,0.015455951567666553,0.020000000000000018,0.07832292376065794,-0.29999999999999993,0.18452380952380953,0.6111111111111112,0.35185185185185186,
32,90,0.5002878770451235,0.05239005763200642,-0.011283062683424995,-0.0004999529456051199,0.08159254846939266,-0.19999999999999996,0.21130952380952378,0.5,0.5,
4,90,0.5068513490669287,0.0415617984946477,0.009488903005207357,0.001982166384340317,0.046404999679217296,-0.11363636363636365,0.10000000000000003,0.5222222222222223,0.3111111111111111,
64,270,0.5208872196197076,0.07344197164425598,-0.0015014450346575983,-0.002970308676830402,0.08400962871789767,-0.2410714285714285,0.27976190476190477,0.45925925925925926,0.5074074074074074,
8,270,0.5037323575065121,0.0471167794599134,-0.004646927928932768,0.0,0.04863678276371456,-0.22134387351778662,0.19047619047619047,0.35555555555555557,0.3925925925925926,
FULL,270,0.659335216090047,0.14389759798492324,0.022561939268461003,0.020000000000000018,0.0800849490364594,-0.2430830039525692,0.386904761904762,0.6111111111111112,0.35555555555555557,
