run_cell_id,dataset_id,condition_id,role_id,budget_id,model_repeat_index,terminal_status,evidence_duration_s,observation_horizon_s,model_or_view_evaluations,member_count,aggregation_operation,batch1_latency_median_s,batch1_latency_p95_s,aggregation_latency_s,missing_reason
P02-A4-PhysioNetMI-CLASSICAL-A4-C0-CORE-FULL_TRAIN-MR00,PhysioNetMI,A4-C0-CORE,CLASSICAL,FULL_TRAIN,0,SUCCESS,3.0,3.0,1,1,DIRECT_CORE,0.03041807200133917,0.03092167159993551,0.0,
P02-A4-PhysioNetMI-CLASSICAL-A4-C1-LONG-3P5S-FULL_TRAIN-MR00,PhysioNetMI,A4-C1-LONG-3P5S,CLASSICAL,FULL_TRAIN,0,SUCCESS,3.5,3.5,1,1,DIRECT_LONG,0.04455428499932168,0.04851262340162066,0.0,
P02-A4-PhysioNetMI-CLASSICAL-A4-C2-MULTI-HARD-VOTE-FULL_TRAIN-MR00,PhysioNetMI,A4-C2-MULTI-HARD-VOTE,CLASSICAL,FULL_TRAIN,0,SUCCESS,2.0,3.5,3,3,HARD_VOTE,0.11524419699708233,0.11942429719856591,0.0015221350004139822,
P02-A4-PhysioNetMI-CLASSICAL-A4-C3-MULTI-PROB-AVG-FULL_TRAIN-MR00,PhysioNetMI,A4-C3-MULTI-PROB-AVG,CLASSICAL,FULL_TRAIN,0,SUCCESS,2.0,3.5,3,3,PROBABILITY_AVERAGE,0.11524419699708233,0.11942429719856591,0.001401771998644108,
P02-A4-PhysioNetMI-RIEMANNIAN-A4-C0-CORE-FULL_TRAIN-MR00,PhysioNetMI,A4-C0-CORE,RIEMANNIAN,FULL_TRAIN,0,SUCCESS,3.0,3.0,1,1,DIRECT_CORE,0.011249382001551567,0.012206393799715443,0.0,
P02-A4-PhysioNetMI-RIEMANNIAN-A4-C1-LONG-3P5S-FULL_TRAIN-MR00,PhysioNetMI,A4-C1-LONG-3P5S,RIEMANNIAN,FULL_TRAIN,0,SUCCESS,3.5,3.5,1,1,DIRECT_LONG,0.015560152001853567,0.018525304998183854,0.0,
P02-A4-PhysioNetMI-RIEMANNIAN-A4-C2-MULTI-HARD-VOTE-FULL_TRAIN-MR00,PhysioNetMI,A4-C2-MULTI-HARD-VOTE,RIEMANNIAN,FULL_TRAIN,0,SUCCESS,2.0,3.5,3,3,HARD_VOTE,0.06068191299709724,0.07076228280202485,0.0032195419989875518,
P02-A4-PhysioNetMI-RIEMANNIAN-A4-C3-MULTI-PROB-AVG-FULL_TRAIN-MR00,PhysioNetMI,A4-C3-MULTI-PROB-AVG,RIEMANNIAN,FULL_TRAIN,0,SUCCESS,2.0,3.5,3,3,PROBABILITY_AVERAGE,0.06068191299709724,0.07076228280202485,0.0013163650000933558,
P02-A4-PhysioNetMI-NEURAL-A4-C0-CORE-FULL_TRAIN-MR00,PhysioNetMI,A4-C0-CORE,NEURAL,FULL_TRAIN,0,SUCCESS,3.0,3.0,1,1,DIRECT_CORE,0.0013199690001783893,0.0019344317996001336,0.0,
P02-A4-PhysioNetMI-NEURAL-A4-C1-LONG-3P5S-FULL_TRAIN-MR00,PhysioNetMI,A4-C1-LONG-3P5S,NEURAL,FULL_TRAIN,0,SUCCESS,3.5,3.5,1,1,DIRECT_LONG,0.003671481001219945,0.003671481001219945,0.0,
P02-A4-PhysioNetMI-NEURAL-A4-C2-MULTI-HARD-VOTE-FULL_TRAIN-MR00,PhysioNetMI,A4-C2-MULTI-HARD-VOTE,NEURAL,FULL_TRAIN,0,SUCCESS,2.0,3.5,3,3,HARD_VOTE,0.011261094994551968,0.011261094994551968,0.0017141650023404509,
P02-A4-PhysioNetMI-NEURAL-A4-C3-MULTI-PROB-AVG-FULL_TRAIN-MR00,PhysioNetMI,A4-C3-MULTI-PROB-AVG,NEURAL,FULL_TRAIN,0,SUCCESS,2.0,3.5,3,3,PROBABILITY_AVERAGE,0.011261094994551968,0.011261094994551968,0.0017649059955147095,
P02-A4-PhysioNetMI-NEURAL-A4-C0-CORE-FULL_TRAIN-MR01,PhysioNetMI,A4-C0-CORE,NEURAL,FULL_TRAIN,1,SUCCESS,3.0,3.0,1,1,DIRECT_CORE,0.0012774360002367757,0.0019588640010624655,0.0,
P02-A4-PhysioNetMI-NEURAL-A4-C1-LONG-3P5S-FULL_TRAIN-MR01,PhysioNetMI,A4-C1-LONG-3P5S,NEURAL,FULL_TRAIN,1,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
P02-A4-PhysioNetMI-NEURAL-A4-C2-MULTI-HARD-VOTE-FULL_TRAIN-MR01,PhysioNetMI,A4-C2-MULTI-HARD-VOTE,NEURAL,FULL_TRAIN,1,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
P02-A4-PhysioNetMI-NEURAL-A4-C3-MULTI-PROB-AVG-FULL_TRAIN-MR01,PhysioNetMI,A4-C3-MULTI-PROB-AVG,NEURAL,FULL_TRAIN,1,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
P02-A4-PhysioNetMI-NEURAL-A4-C0-CORE-FULL_TRAIN-MR02,PhysioNetMI,A4-C0-CORE,NEURAL,FULL_TRAIN,2,SUCCESS,3.0,3.0,1,1,DIRECT_CORE,0.001280592998227803,0.001994638598989695,0.0,
P02-A4-PhysioNetMI-NEURAL-A4-C1-LONG-3P5S-FULL_TRAIN-MR02,PhysioNetMI,A4-C1-LONG-3P5S,NEURAL,FULL_TRAIN,2,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
P02-A4-PhysioNetMI-NEURAL-A4-C2-MULTI-HARD-VOTE-FULL_TRAIN-MR02,PhysioNetMI,A4-C2-MULTI-HARD-VOTE,NEURAL,FULL_TRAIN,2,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
P02-A4-PhysioNetMI-NEURAL-A4-C3-MULTI-PROB-AVG-FULL_TRAIN-MR02,PhysioNetMI,A4-C3-MULTI-PROB-AVG,NEURAL,FULL_TRAIN,2,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
P02-A4-PhysioNetMI-NEURAL-A4-C0-CORE-FULL_TRAIN-MR03,PhysioNetMI,A4-C0-CORE,NEURAL,FULL_TRAIN,3,SUCCESS,3.0,3.0,1,1,DIRECT_CORE,0.0013536639999074396,0.002036850401054835,0.0,
P02-A4-PhysioNetMI-NEURAL-A4-C1-LONG-3P5S-FULL_TRAIN-MR03,PhysioNetMI,A4-C1-LONG-3P5S,NEURAL,FULL_TRAIN,3,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
P02-A4-PhysioNetMI-NEURAL-A4-C2-MULTI-HARD-VOTE-FULL_TRAIN-MR03,PhysioNetMI,A4-C2-MULTI-HARD-VOTE,NEURAL,FULL_TRAIN,3,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
P02-A4-PhysioNetMI-NEURAL-A4-C3-MULTI-PROB-AVG-FULL_TRAIN-MR03,PhysioNetMI,A4-C3-MULTI-PROB-AVG,NEURAL,FULL_TRAIN,3,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
P02-A4-PhysioNetMI-NEURAL-A4-C0-CORE-FULL_TRAIN-MR04,PhysioNetMI,A4-C0-CORE,NEURAL,FULL_TRAIN,4,SUCCESS,3.0,3.0,1,1,DIRECT_CORE,0.002356536002480425,0.0035756540004513223,0.0,
P02-A4-PhysioNetMI-NEURAL-A4-C1-LONG-3P5S-FULL_TRAIN-MR04,PhysioNetMI,A4-C1-LONG-3P5S,NEURAL,FULL_TRAIN,4,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
P02-A4-PhysioNetMI-NEURAL-A4-C2-MULTI-HARD-VOTE-FULL_TRAIN-MR04,PhysioNetMI,A4-C2-MULTI-HARD-VOTE,NEURAL,FULL_TRAIN,4,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
P02-A4-PhysioNetMI-NEURAL-A4-C3-MULTI-PROB-AVG-FULL_TRAIN-MR04,PhysioNetMI,A4-C3-MULTI-PROB-AVG,NEURAL,FULL_TRAIN,4,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-FULL_TRAIN-MR00,PhysioNetMI,A4-C0-CORE,SSL,FULL_TRAIN,0,SUCCESS,3.0,3.0,1,1,DIRECT_CORE,0.009526664998702472,0.010064354199857916,0.0,
P02-A4-PhysioNetMI-SSL-A4-C1-LONG-3P5S-FULL_TRAIN-MR00,PhysioNetMI,A4-C1-LONG-3P5S,SSL,FULL_TRAIN,0,INPUT_INCOMPATIBLE,,,,,,,,,A4_MEMBER_UNAVAILABLE
P02-A4-PhysioNetMI-SSL-A4-C2-MULTI-HARD-VOTE-FULL_TRAIN-MR00,PhysioNetMI,A4-C2-MULTI-HARD-VOTE,SSL,FULL_TRAIN,0,SUCCESS,2.0,3.5,3,3,HARD_VOTE,0.13984449799954746,0.13984449799954746,0.005141306000950863,
P02-A4-PhysioNetMI-SSL-A4-C3-MULTI-PROB-AVG-FULL_TRAIN-MR00,PhysioNetMI,A4-C3-MULTI-PROB-AVG,SSL,FULL_TRAIN,0,SUCCESS,2.0,3.5,3,3,PROBABILITY_AVERAGE,0.13984449799954746,0.13984449799954746,0.0026529899987508543,
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-FULL_TRAIN-MR01,PhysioNetMI,A4-C0-CORE,SSL,FULL_TRAIN,1,SUCCESS,3.0,3.0,1,1,DIRECT_CORE,0.009935620000760537,0.010387186600564747,0.0,
P02-A4-PhysioNetMI-SSL-A4-C1-LONG-3P5S-FULL_TRAIN-MR01,PhysioNetMI,A4-C1-LONG-3P5S,SSL,FULL_TRAIN,1,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
P02-A4-PhysioNetMI-SSL-A4-C2-MULTI-HARD-VOTE-FULL_TRAIN-MR01,PhysioNetMI,A4-C2-MULTI-HARD-VOTE,SSL,FULL_TRAIN,1,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
P02-A4-PhysioNetMI-SSL-A4-C3-MULTI-PROB-AVG-FULL_TRAIN-MR01,PhysioNetMI,A4-C3-MULTI-PROB-AVG,SSL,FULL_TRAIN,1,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-FULL_TRAIN-MR02,PhysioNetMI,A4-C0-CORE,SSL,FULL_TRAIN,2,SUCCESS,3.0,3.0,1,1,DIRECT_CORE,0.010369965000791126,0.010844374400403468,0.0,
P02-A4-PhysioNetMI-SSL-A4-C1-LONG-3P5S-FULL_TRAIN-MR02,PhysioNetMI,A4-C1-LONG-3P5S,SSL,FULL_TRAIN,2,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
P02-A4-PhysioNetMI-SSL-A4-C2-MULTI-HARD-VOTE-FULL_TRAIN-MR02,PhysioNetMI,A4-C2-MULTI-HARD-VOTE,SSL,FULL_TRAIN,2,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
P02-A4-PhysioNetMI-SSL-A4-C3-MULTI-PROB-AVG-FULL_TRAIN-MR02,PhysioNetMI,A4-C3-MULTI-PROB-AVG,SSL,FULL_TRAIN,2,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-FULL_TRAIN-MR03,PhysioNetMI,A4-C0-CORE,SSL,FULL_TRAIN,3,SUCCESS,3.0,3.0,1,1,DIRECT_CORE,0.009842663999734214,0.010015918600038276,0.0,
P02-A4-PhysioNetMI-SSL-A4-C1-LONG-3P5S-FULL_TRAIN-MR03,PhysioNetMI,A4-C1-LONG-3P5S,SSL,FULL_TRAIN,3,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
P02-A4-PhysioNetMI-SSL-A4-C2-MULTI-HARD-VOTE-FULL_TRAIN-MR03,PhysioNetMI,A4-C2-MULTI-HARD-VOTE,SSL,FULL_TRAIN,3,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
P02-A4-PhysioNetMI-SSL-A4-C3-MULTI-PROB-AVG-FULL_TRAIN-MR03,PhysioNetMI,A4-C3-MULTI-PROB-AVG,SSL,FULL_TRAIN,3,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-FULL_TRAIN-MR04,PhysioNetMI,A4-C0-CORE,SSL,FULL_TRAIN,4,SUCCESS,3.0,3.0,1,1,DIRECT_CORE,0.009877082000457449,0.010415697200005524,0.0,
P02-A4-PhysioNetMI-SSL-A4-C1-LONG-3P5S-FULL_TRAIN-MR04,PhysioNetMI,A4-C1-LONG-3P5S,SSL,FULL_TRAIN,4,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
P02-A4-PhysioNetMI-SSL-A4-C2-MULTI-HARD-VOTE-FULL_TRAIN-MR04,PhysioNetMI,A4-C2-MULTI-HARD-VOTE,SSL,FULL_TRAIN,4,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
P02-A4-PhysioNetMI-SSL-A4-C3-MULTI-PROB-AVG-FULL_TRAIN-MR04,PhysioNetMI,A4-C3-MULTI-PROB-AVG,SSL,FULL_TRAIN,4,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER00,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,FIXED_MODEL_ENSEMBLE,FULL_TRAIN,0,SUCCESS,3.0,3.0,4,4,HARD_VOTE,0.0525140880017716,0.055126851399109,0.013140764000127092,
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER00,PhysioNetMI,A4-C5-MODEL-PROB-AVG,FIXED_MODEL_ENSEMBLE,FULL_TRAIN,0,SUCCESS,3.0,3.0,4,4,PROBABILITY_AVERAGE,0.0525140880017716,0.055126851399109,0.000752018999264692,
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER01,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,FIXED_MODEL_ENSEMBLE,FULL_TRAIN,1,SUCCESS,3.0,3.0,4,4,HARD_VOTE,0.05288051000388805,0.05547411600127816,0.01268179799990321,
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER01,PhysioNetMI,A4-C5-MODEL-PROB-AVG,FIXED_MODEL_ENSEMBLE,FULL_TRAIN,1,SUCCESS,3.0,3.0,4,4,PROBABILITY_AVERAGE,0.05288051000388805,0.05547411600127816,0.0010067510011140257,
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER02,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,FIXED_MODEL_ENSEMBLE,FULL_TRAIN,2,SUCCESS,3.0,3.0,4,4,HARD_VOTE,0.053318012001909665,0.05596707839904412,0.004507695000938838,
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER02,PhysioNetMI,A4-C5-MODEL-PROB-AVG,FIXED_MODEL_ENSEMBLE,FULL_TRAIN,2,SUCCESS,3.0,3.0,4,4,PROBABILITY_AVERAGE,0.053318012001909665,0.05596707839904412,0.0010779459989862517,
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER03,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,FIXED_MODEL_ENSEMBLE,FULL_TRAIN,3,SUCCESS,3.0,3.0,4,4,HARD_VOTE,0.05286378200253239,0.05518083440074406,0.013362189998588292,
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER03,PhysioNetMI,A4-C5-MODEL-PROB-AVG,FIXED_MODEL_ENSEMBLE,FULL_TRAIN,3,SUCCESS,3.0,3.0,4,4,PROBABILITY_AVERAGE,0.05286378200253239,0.05518083440074406,0.0005501770010596374,
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER04,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,FIXED_MODEL_ENSEMBLE,FULL_TRAIN,4,SUCCESS,3.0,3.0,4,4,HARD_VOTE,0.05390107200582861,0.0571194166001078,0.012357244000668288,
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER04,PhysioNetMI,A4-C5-MODEL-PROB-AVG,FIXED_MODEL_ENSEMBLE,FULL_TRAIN,4,SUCCESS,3.0,3.0,4,4,PROBABILITY_AVERAGE,0.05390107200582861,0.0571194166001078,0.0007389399997919099,
P02-A4-PhysioNetMI-CLASSICAL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00,PhysioNetMI,A4-C0-CORE,CLASSICAL,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,0,NOT_APPLICABLE_REPEAT_SLOT,,,,,,,,,NO_VALIDATION_SELECTED_REPRESENTATIVE
P02-A4-PhysioNetMI-CLASSICAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00,PhysioNetMI,A4-C1-LONG-3P5S,CLASSICAL,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,0,NOT_APPLICABLE_REPEAT_SLOT,,,,,,,,,NO_VALIDATION_SELECTED_REPRESENTATIVE
P02-A4-PhysioNetMI-CLASSICAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00,PhysioNetMI,A4-C2-MULTI-HARD-VOTE,CLASSICAL,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,0,NOT_APPLICABLE_REPEAT_SLOT,,,,,,,,,NO_VALIDATION_SELECTED_REPRESENTATIVE
P02-A4-PhysioNetMI-CLASSICAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00,PhysioNetMI,A4-C3-MULTI-PROB-AVG,CLASSICAL,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,0,NOT_APPLICABLE_REPEAT_SLOT,,,,,,,,,NO_VALIDATION_SELECTED_REPRESENTATIVE
P02-A4-PhysioNetMI-RIEMANNIAN-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00,PhysioNetMI,A4-C0-CORE,RIEMANNIAN,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,0,SUCCESS,3.0,3.0,1,1,DIRECT_CORE,0.00909663199854549,0.009291772401775233,0.0,
P02-A4-PhysioNetMI-RIEMANNIAN-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00,PhysioNetMI,A4-C1-LONG-3P5S,RIEMANNIAN,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,0,SUCCESS,3.5,3.5,1,1,DIRECT_LONG,0.030025863999981084,0.06578407300039543,0.0,
P02-A4-PhysioNetMI-RIEMANNIAN-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00,PhysioNetMI,A4-C2-MULTI-HARD-VOTE,RIEMANNIAN,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,0,SUCCESS,2.0,3.5,3,3,HARD_VOTE,0.07860420199904183,0.10073589799976618,0.004734210999231436,
P02-A4-PhysioNetMI-RIEMANNIAN-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00,PhysioNetMI,A4-C3-MULTI-PROB-AVG,RIEMANNIAN,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,0,SUCCESS,2.0,3.5,3,3,PROBABILITY_AVERAGE,0.07860420199904183,0.10073589799976618,0.0028099290011596167,
P02-A4-PhysioNetMI-NEURAL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00,PhysioNetMI,A4-C0-CORE,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,0,SUCCESS,3.0,3.0,1,1,DIRECT_CORE,0.0013020260012126528,0.002997215001232689,0.0,
P02-A4-PhysioNetMI-NEURAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00,PhysioNetMI,A4-C1-LONG-3P5S,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,0,SUCCESS,3.5,3.5,1,1,DIRECT_LONG,0.013549540999520104,0.013549540999520104,0.0,
P02-A4-PhysioNetMI-NEURAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00,PhysioNetMI,A4-C2-MULTI-HARD-VOTE,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,0,SUCCESS,2.0,3.5,3,3,HARD_VOTE,0.034876138999607065,0.034876138999607065,0.018104021000908688,
P02-A4-PhysioNetMI-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00,PhysioNetMI,A4-C3-MULTI-PROB-AVG,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,0,SUCCESS,2.0,3.5,3,3,PROBABILITY_AVERAGE,0.034876138999607065,0.034876138999607065,0.008340006999787875,
P02-A4-PhysioNetMI-NEURAL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR01,PhysioNetMI,A4-C0-CORE,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,1,SUCCESS,3.0,3.0,1,1,DIRECT_CORE,0.0012411530005920213,0.001959295598499011,0.0,
P02-A4-PhysioNetMI-NEURAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR01,PhysioNetMI,A4-C1-LONG-3P5S,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,1,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
P02-A4-PhysioNetMI-NEURAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR01,PhysioNetMI,A4-C2-MULTI-HARD-VOTE,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,1,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
P02-A4-PhysioNetMI-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR01,PhysioNetMI,A4-C3-MULTI-PROB-AVG,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,1,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
P02-A4-PhysioNetMI-NEURAL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR02,PhysioNetMI,A4-C0-CORE,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,2,SUCCESS,3.0,3.0,1,1,DIRECT_CORE,0.0012717770005110651,0.002034257203195011,0.0,
P02-A4-PhysioNetMI-NEURAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR02,PhysioNetMI,A4-C1-LONG-3P5S,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,2,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
P02-A4-PhysioNetMI-NEURAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR02,PhysioNetMI,A4-C2-MULTI-HARD-VOTE,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,2,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
P02-A4-PhysioNetMI-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR02,PhysioNetMI,A4-C3-MULTI-PROB-AVG,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,2,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
P02-A4-PhysioNetMI-NEURAL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR03,PhysioNetMI,A4-C0-CORE,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,3,SUCCESS,3.0,3.0,1,1,DIRECT_CORE,0.0012903749993711244,0.0019436828006291762,0.0,
P02-A4-PhysioNetMI-NEURAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR03,PhysioNetMI,A4-C1-LONG-3P5S,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,3,CONDITIONAL_SKIP,,,,,,,,,STAGE18_RESOURCE_CONSTRAINED_SINGLE_REPEAT_ALL_REFIT_ROLES
