run_cell_id,dataset_id,branch_id,condition_id,budget_id,model_repeat_index,subject_id,n,BACC,F1_MACRO,ACC,ROC_AUC
P02-A4-PhysioNetMI-NEURAL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR04,PhysioNetMI,NEURAL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,4,6,45,0.5535714285714286,0.5535714285714286,0.5555555555555556,0.5059523809523809
P02-A4-PhysioNetMI-NEURAL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR04,PhysioNetMI,NEURAL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,4,27,45,0.6027667984189724,0.595,0.6,0.616600790513834
P02-A4-PhysioNetMI-NEURAL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR04,PhysioNetMI,NEURAL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,4,39,45,0.45454545454545453,0.3076923076923077,0.4444444444444444,0.46047430830039526
P02-A4-PhysioNetMI-NEURAL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR04,PhysioNetMI,NEURAL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,4,40,45,0.47619047619047616,0.3076923076923077,0.4444444444444444,0.48412698412698413
P02-A4-PhysioNetMI-NEURAL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR04,PhysioNetMI,NEURAL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,4,47,45,0.5,0.34782608695652173,0.5333333333333333,0.3373015873015873
P02-A4-PhysioNetMI-NEURAL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR04,PhysioNetMI,NEURAL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,4,48,45,0.5,0.3382352941176471,0.5111111111111111,0.3675889328063241
P02-A4-PhysioNetMI-NEURAL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR04,PhysioNetMI,NEURAL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,4,57,45,0.5208333333333333,0.505,0.5111111111111111,0.5496031746031746
P02-A4-PhysioNetMI-NEURAL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR04,PhysioNetMI,NEURAL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,4,71,45,0.4723320158102767,0.4327731092436975,0.4666666666666667,0.5019762845849801
P02-A4-PhysioNetMI-NEURAL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR04,PhysioNetMI,NEURAL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,4,93,45,0.5,0.3382352941176471,0.5111111111111111,0.49604743083003955
P02-A4-PhysioNetMI-NEURAL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR04,PhysioNetMI,NEURAL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,4,98,45,0.5,0.3382352941176471,0.5111111111111111,0.43873517786561267
P02-A4-PhysioNetMI-NEURAL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR04,PhysioNetMI,NEURAL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,4,107,45,0.5238095238095238,0.39839572192513373,0.5555555555555556,0.46428571428571425
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR00,PhysioNetMI,SSL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,0,6,45,0.5952380952380952,0.5292307692307693,0.6222222222222222,0.5476190476190476
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR00,PhysioNetMI,SSL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,0,27,45,0.4841897233201581,0.4623376623376623,0.4888888888888889,0.5197628458498024
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR00,PhysioNetMI,SSL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,0,39,45,0.4841897233201581,0.4623376623376623,0.4888888888888889,0.4268774703557312
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR00,PhysioNetMI,SSL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,0,40,45,0.47023809523809523,0.3640474844544941,0.4444444444444444,0.49404761904761907
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR00,PhysioNetMI,SSL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,0,47,45,0.4375,0.3181818181818182,0.4666666666666667,0.4345238095238095
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR00,PhysioNetMI,SSL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,0,48,45,0.44664031620553357,0.44001991040318567,0.4444444444444444,0.4545454545454546
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR00,PhysioNetMI,SSL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,0,57,45,0.5505952380952381,0.55,0.5555555555555556,0.5535714285714285
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR00,PhysioNetMI,SSL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,0,71,45,0.35968379446640314,0.33452320244773076,0.35555555555555557,0.3952569169960475
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR00,PhysioNetMI,SSL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,0,93,45,0.5,0.3382352941176471,0.5111111111111111,0.6007905138339921
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR00,PhysioNetMI,SSL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,0,98,45,0.5701581027667983,0.5166760881854155,0.5777777777777777,0.5790513833992095
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR00,PhysioNetMI,SSL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,0,107,45,0.49404761904761907,0.4665948275862069,0.5111111111111111,0.5396825396825397
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR01,PhysioNetMI,SSL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,1,6,45,0.5714285714285714,0.48863636363636365,0.6,0.5297619047619048
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR01,PhysioNetMI,SSL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,1,27,45,0.5069169960474308,0.4907407407407407,0.5111111111111111,0.5375494071146245
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR01,PhysioNetMI,SSL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,1,39,45,0.4624505928853755,0.4444444444444444,0.4666666666666667,0.49407114624505927
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR01,PhysioNetMI,SSL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,1,40,45,0.5119047619047619,0.434117003827228,0.4888888888888889,0.5238095238095238
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR01,PhysioNetMI,SSL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,1,47,45,0.39880952380952384,0.326036866359447,0.4222222222222222,0.3928571428571428
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR01,PhysioNetMI,SSL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,1,48,45,0.44762845849802374,0.4343891402714932,0.4444444444444444,0.450592885375494
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR01,PhysioNetMI,SSL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,1,57,45,0.5922619047619048,0.590080971659919,0.6,0.5436507936507937
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR01,PhysioNetMI,SSL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,1,71,45,0.4258893280632411,0.40789473684210525,0.4222222222222222,0.4169960474308301
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR01,PhysioNetMI,SSL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,1,93,45,0.5237154150197628,0.4184615384615385,0.5333333333333333,0.5909090909090908
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR01,PhysioNetMI,SSL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,1,98,45,0.5484189723320158,0.5,0.5555555555555556,0.6086956521739131
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR01,PhysioNetMI,SSL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,1,107,45,0.5714285714285714,0.5701357466063348,0.5777777777777777,0.5535714285714286
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR02,PhysioNetMI,SSL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,2,6,45,0.5476190476190476,0.5445344129554656,0.5555555555555556,0.5932539682539681
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR02,PhysioNetMI,SSL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,2,27,45,0.5296442687747036,0.5181030086690463,0.5333333333333333,0.4841897233201581
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR02,PhysioNetMI,SSL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,2,39,45,0.6017786561264822,0.5982142857142857,0.6,0.6086956521739131
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR02,PhysioNetMI,SSL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,2,40,45,0.5178571428571429,0.5089285714285714,0.5111111111111111,0.46031746031746035
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR02,PhysioNetMI,SSL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,2,47,45,0.3958333333333333,0.39522150323544053,0.4,0.4265873015873016
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR02,PhysioNetMI,SSL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,2,48,45,0.441699604743083,0.4343891402714932,0.4444444444444444,0.4387351778656126
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR02,PhysioNetMI,SSL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,2,57,45,0.5119047619047619,0.5108695652173914,0.5111111111111111,0.5257936507936508
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR02,PhysioNetMI,SSL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,2,71,45,0.491106719367589,0.48481831757093086,0.4888888888888889,0.5
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR02,PhysioNetMI,SSL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,2,93,45,0.48814229249011853,0.48787728847105394,0.4888888888888889,0.46640316205533594
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR02,PhysioNetMI,SSL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,2,98,45,0.4644268774703557,0.46,0.4666666666666667,0.41501976284584985
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR02,PhysioNetMI,SSL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,2,107,45,0.6458333333333333,0.6442687747035574,0.6444444444444445,0.7202380952380952
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR03,PhysioNetMI,SSL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,3,6,45,0.4494047619047619,0.44334487877288475,0.4444444444444444,0.4285714285714286
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR03,PhysioNetMI,SSL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,3,27,45,0.46837944664031617,0.4642857142857143,0.4666666666666667,0.4762845849802371
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR03,PhysioNetMI,SSL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,3,39,45,0.5375494071146245,0.5181030086690463,0.5333333333333333,0.5177865612648221
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR03,PhysioNetMI,SSL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,3,40,45,0.5148809523809523,0.5108695652173914,0.5111111111111111,0.49404761904761907
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR03,PhysioNetMI,SSL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,3,47,45,0.4910714285714286,0.4888888888888889,0.4888888888888889,0.503968253968254
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR03,PhysioNetMI,SSL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,3,48,45,0.5326086956521738,0.5324096981692232,0.5333333333333333,0.5059288537549407
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR03,PhysioNetMI,SSL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,3,57,45,0.31845238095238093,0.3056246888999502,0.3111111111111111,0.3611111111111111
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR03,PhysioNetMI,SSL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,3,71,45,0.4644268774703557,0.46,0.4666666666666667,0.44466403162055335
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR03,PhysioNetMI,SSL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,3,93,45,0.4486166007905138,0.4263131055583886,0.4444444444444444,0.4525691699604743
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR03,PhysioNetMI,SSL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,3,98,45,0.48814229249011853,0.48787728847105394,0.4888888888888889,0.48221343873517786
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR03,PhysioNetMI,SSL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,3,107,45,0.5684523809523809,0.5445344129554656,0.5555555555555556,0.6408730158730158
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR04,PhysioNetMI,SSL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,4,6,45,0.5505952380952381,0.47384615384615386,0.5777777777777777,0.5357142857142857
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR04,PhysioNetMI,SSL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,4,27,45,0.5049407114624506,0.4665948275862069,0.5111111111111111,0.4624505928853755
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR04,PhysioNetMI,SSL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,4,39,45,0.5276679841897234,0.49760765550239233,0.5333333333333333,0.46640316205533594
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR04,PhysioNetMI,SSL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,4,40,45,0.4732142857142857,0.3386243386243386,0.4444444444444444,0.4226190476190476
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR04,PhysioNetMI,SSL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,4,47,45,0.4166666666666667,0.3076923076923077,0.4444444444444444,0.4265873015873016
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR04,PhysioNetMI,SSL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,4,48,45,0.4031620553359684,0.3891402714932127,0.4,0.35177865612648224
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR04,PhysioNetMI,SSL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,4,57,45,0.49404761904761907,0.4665948275862069,0.5111111111111111,0.47023809523809523
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR04,PhysioNetMI,SSL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,4,71,45,0.3626482213438735,0.2864953526517222,0.35555555555555557,0.3675889328063241
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR04,PhysioNetMI,SSL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,4,93,45,0.5454545454545454,0.4318181818181818,0.5555555555555556,0.6620553359683795
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR04,PhysioNetMI,SSL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,4,98,45,0.48023715415019763,0.3915343915343915,0.4888888888888889,0.492094861660079
P02-A4-PhysioNetMI-SSL-A4-C0-CORE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR04,PhysioNetMI,SSL_VALIDATION_SELECTED,A4-C0-CORE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,4,107,45,0.5059523809523809,0.4184615384615385,0.5333333333333333,0.5634920634920635
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-ER00,PhysioNetMI,PRE_RESULT_ROLE_MEMBERSHIP,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,0,107,45,0.4821428571428571,0.375,0.5111111111111111,
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-ER00,PhysioNetMI,PRE_RESULT_ROLE_MEMBERSHIP,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,0,27,45,0.5316205533596838,0.5296167247386759,0.5333333333333333,
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-ER00,PhysioNetMI,PRE_RESULT_ROLE_MEMBERSHIP,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,0,39,45,0.5197628458498024,0.42972350230414746,0.5111111111111111,
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-ER00,PhysioNetMI,PRE_RESULT_ROLE_MEMBERSHIP,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,0,40,45,0.47023809523809523,0.3640474844544941,0.4444444444444444,
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-ER00,PhysioNetMI,PRE_RESULT_ROLE_MEMBERSHIP,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,0,47,45,0.5,0.34782608695652173,0.5333333333333333,
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-ER00,PhysioNetMI,PRE_RESULT_ROLE_MEMBERSHIP,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,0,48,45,0.5,0.3382352941176471,0.5111111111111111,
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-ER00,PhysioNetMI,PRE_RESULT_ROLE_MEMBERSHIP,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,0,57,45,0.49702380952380953,0.48481831757093086,0.4888888888888889,
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-ER00,PhysioNetMI,PRE_RESULT_ROLE_MEMBERSHIP,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,0,6,45,0.41666666666666663,0.415,0.4222222222222222,
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-ER00,PhysioNetMI,PRE_RESULT_ROLE_MEMBERSHIP,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,0,71,45,0.3824110671936759,0.35185185185185186,0.37777777777777777,
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-ER00,PhysioNetMI,PRE_RESULT_ROLE_MEMBERSHIP,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,0,93,45,0.5,0.3382352941176471,0.5111111111111111,
