comparison_id,dataset_id,condition_id,budget_id,repeat,strongest_constituent_branch,closure_status,n,median_delta_BACC,p_value,holm_adjusted_p,rank_biserial,ci_low,ci_high
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER00:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,FULL_TRAIN,0,DNN-EEGNET,COMPLETE,11.0,-0.0267857142857143,0.037109375,0.07421875,-0.7454545454545455,-0.15217391304347827,-0.005952380952380931
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER00:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,FULL_TRAIN,0,DNN-EEGNET,COMPLETE,11.0,-0.0267857142857143,0.123046875,0.123046875,-0.5454545454545454,-0.08794466403162049,0.0039525691699604515
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER01:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,FULL_TRAIN,1,DNN-EEGNET,COMPLETE,11.0,-0.04166666666666674,0.123046875,0.24609375,-0.5454545454545454,-0.08893280632411071,-0.0009881422924901129
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER01:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,FULL_TRAIN,1,DNN-EEGNET,COMPLETE,11.0,-0.06126482213438744,0.123046875,0.24609375,-0.5454545454545454,-0.10770750988142291,0.011904761904761862
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER02:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,FULL_TRAIN,2,DNN-EEGNET,COMPLETE,11.0,-0.014880952380952439,0.900390625,1.0,-0.05454545454545454,-0.10869565217391308,0.042490118577075076
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER02:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,FULL_TRAIN,2,DNN-EEGNET,COMPLETE,11.0,0.005952380952380931,0.8984375,1.0,0.06060606060606061,-0.08498023715415026,0.01976284584980237
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER03:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,FULL_TRAIN,3,DNN-EEGNET,COMPLETE,11.0,-0.021739130434782594,0.1640625,0.328125,-0.5555555555555556,-0.12944664031620545,0.0
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER03:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,FULL_TRAIN,3,DNN-EEGNET,COMPLETE,11.0,-0.03952569169960485,0.009765625,0.328125,-0.8484848484848485,-0.13043478260869568,-0.021739130434782483
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-FULL_TRAIN-ER04:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,FULL_TRAIN,4,DNN-EEGNET,COMPLETE,11.0,-0.04347826086956519,0.0185546875,0.037109375,-0.7878787878787878,-0.13043478260869568,-0.011904761904761862
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-FULL_TRAIN-ER04:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,FULL_TRAIN,4,DNN-EEGNET,COMPLETE,11.0,-0.011904761904761862,0.76953125,0.76953125,-0.12727272727272726,-0.066205533596838,0.04166666666666663
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-ER00:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,0,,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-ER00:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,0,,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-ER01:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,1,,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-ER01:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,1,,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-ER02:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,2,,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-ER02:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,2,,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-ER03:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,3,,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-ER03:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,3,,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-ER04:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,4,,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-ER04:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,4,,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-ER00:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS,0,DNN-EEGNET,COMPLETE,11.0,0.0,0.37109375,0.7421875,0.35555555555555557,-0.021739130434782594,0.0
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-ER00:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS,0,DNN-EEGNET,COMPLETE,11.0,0.0039525691699604515,0.203125,0.7421875,0.5111111111111111,-0.008893280632411127,0.023809523809523836
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-ER01:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS,1,DNN-EEGNET,COMPLETE,11.0,0.006916996047430846,0.046875,0.09375,0.8571428571428571,0.0,0.044642857142857095
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-ER01:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS,1,DNN-EEGNET,COMPLETE,11.0,0.006916996047430846,0.046875,0.09375,0.8571428571428571,0.0,0.044642857142857095
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-ER02:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS,2,DNN-EEGNET,COMPLETE,11.0,0.0,0.9375,1.0,-0.07142857142857142,-0.02083333333333326,0.015810276679841917
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-ER02:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS,2,DNN-EEGNET,COMPLETE,11.0,0.0,0.296875,1.0,0.5,-0.014822134387351804,-0.014822134387351804
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-ER03:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS,3,DNN-EEGNET,COMPLETE,11.0,0.0,0.9453125,1.0,0.05555555555555555,-0.059523809523809534,0.0
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-ER03:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS,3,DNN-EEGNET,COMPLETE,11.0,0.005952380952380987,0.1953125,1.0,0.5555555555555556,-0.009881422924901129,0.041666666666666685
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-ER04:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS,4,DNN-EEGNET,COMPLETE,11.0,0.0,0.9375,1.0,0.07142857142857142,-0.017857142857142905,0.010869565217391353
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-ER04:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS,4,DNN-EEGNET,COMPLETE,11.0,0.0,0.578125,1.0,0.2857142857142857,-0.017857142857142905,0.04464285714285715
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-ER00:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,0,SSL-CBRAMOD,COMPLETE,11.0,0.0,0.91015625,1.0,-0.06666666666666667,-0.1785714285714286,0.0
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-ER00:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,0,SSL-CBRAMOD,COMPLETE,11.0,0.015810276679841917,0.224609375,1.0,0.45454545454545453,-0.07015810276679835,0.05335968379446643
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-ER01:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,1,SSL-CBRAMOD,COMPLETE,11.0,-0.017857142857142905,0.98828125,1.0,-0.015151515151515152,-0.04841897233201575,0.03754940711462451
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-ER01:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,1,SSL-CBRAMOD,COMPLETE,11.0,-0.02371541501976282,0.51953125,1.0,-0.24242424242424243,-0.1071428571428571,0.03754940711462451
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-ER02:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,2,SSL-CBRAMOD,COMPLETE,11.0,0.005952380952381042,1.0,1.0,0.0,-0.09523809523809529,0.035573122529644285
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-ER02:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,2,SSL-CBRAMOD,COMPLETE,11.0,-0.011904761904761862,0.9658203125,1.0,-0.030303030303030304,-0.10177865612648218,0.035573122529644285
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-ER03:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,3,SSL-CBRAMOD,COMPLETE,11.0,0.017857142857142905,0.123046875,0.24609375,0.5454545454545454,-0.032608695652173836,0.045454545454545414
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-ER03:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,3,SSL-CBRAMOD,COMPLETE,11.0,0.008928571428571397,0.8310546875,0.8310546875,0.09090909090909091,-0.03754940711462451,0.031620553359683834
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-ER04:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,4,SSL-CBRAMOD,COMPLETE,11.0,0.018774703557312256,0.2880859375,0.576171875,0.3787878787878788,-0.045454545454545414,0.05654761904761907
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-ER04:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,4,SSL-CBRAMOD,COMPLETE,11.0,0.01976284584980237,0.240234375,0.576171875,0.42424242424242425,-0.045454545454545414,0.059523809523809534
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-ER00:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,0,SSL-CBRAMOD,COMPLETE,11.0,0.03754940711462451,1.0,1.0,0.0,-0.09683794466403162,0.041666666666666685
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-ER00:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,0,SSL-CBRAMOD,COMPLETE,11.0,0.011904761904761862,0.7001953125,1.0,0.15151515151515152,-0.09683794466403162,0.03754940711462451
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-ER01:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,1,SSL-CBRAMOD,COMPLETE,11.0,-0.005928853754940788,0.7646484375,1.0,-0.12121212121212122,-0.045454545454545525,0.020750988142292592
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-ER01:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,1,SSL-CBRAMOD,COMPLETE,11.0,0.010869565217391297,0.9658203125,1.0,-0.030303030303030304,-0.05731225296442688,0.011904761904761918
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-ER02:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,2,SSL-CBRAMOD,COMPLETE,11.0,0.008928571428571397,1.0,1.0,0.01818181818181818,-0.11660079051383399,0.04644268774703553
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-ER02:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,2,SSL-CBRAMOD,COMPLETE,11.0,0.0256916996047431,0.8984375,1.0,-0.06060606060606061,-0.10714285714285715,0.03754940711462451
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-ER03:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,3,SSL-CBRAMOD,COMPLETE,11.0,0.0029761904761904656,0.2138671875,0.427734375,0.4393939393939394,-0.041666666666666685,0.055335968379446654
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-ER03:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,3,SSL-CBRAMOD,COMPLETE,11.0,0.0029761904761905766,0.4130859375,0.427734375,0.30303030303030304,-0.038690476190476164,0.05731225296442688
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-ER04:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,4,SSL-CBRAMOD,COMPLETE,11.0,0.008893280632411071,0.8310546875,1.0,0.09090909090909091,-0.059523809523809534,0.03359683794466406
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-ER04:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,4,SSL-CBRAMOD,COMPLETE,11.0,0.01679841897233203,0.8984375,1.0,0.06060606060606061,-0.09189723320158105,0.03273809523809523
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-ER00:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS,0,DNN-EEGNET,COMPLETE,11.0,0.0,0.734375,1.0,-0.15555555555555556,-0.023809523809523836,0.002976190476190521
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-ER00:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS,0,DNN-EEGNET,COMPLETE,11.0,-0.0009881422924900574,0.30078125,1.0,-0.4222222222222222,-0.04761904761904767,0.0
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-ER01:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS,1,DNN-EEGNET,COMPLETE,11.0,0.0,0.8203125,1.0,0.1111111111111111,-0.12154150197628455,0.0
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-ER01:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS,1,DNN-EEGNET,COMPLETE,11.0,0.0,1.0,1.0,0.0,-0.0357142857142857,0.024703557312252933
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-ER02:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS,2,DNN-EEGNET,COMPLETE,11.0,0.0,0.84375,1.0,0.14285714285714285,-0.0029644268774703386,0.02976190476190471
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-ER02:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS,2,DNN-EEGNET,COMPLETE,11.0,0.0009881422924901129,0.25,1.0,0.5,-0.023809523809523836,0.043478260869565244
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-ER03:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS,3,DNN-EEGNET,COMPLETE,11.0,0.0,0.4609375,0.921875,0.3333333333333333,-0.0553359683794466,0.0
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-ER03:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS,3,DNN-EEGNET,COMPLETE,11.0,0.0,0.734375,0.921875,0.17857142857142858,-0.02083333333333337,0.042490118577075076
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-ER04:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS,4,DNN-EEGNET,COMPLETE,11.0,0.0,0.375,0.75,0.42857142857142855,-0.011904761904761862,0.049407114624505866
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS-ER04:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:16_PER_CLASS,4,DNN-EEGNET,COMPLETE,11.0,0.0,0.5,0.75,0.32142857142857145,-0.014880952380952328,0.022727272727272707
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-ER00:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS,0,DNN-EEGNET,COMPLETE,11.0,-0.023715415019762764,0.1982421875,0.396484375,-0.45454545454545453,-0.0803571428571429,0.0019762845849802257
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-ER00:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS,0,DNN-EEGNET,COMPLETE,11.0,0.0,0.845703125,0.845703125,0.09090909090909091,-0.06818181818181823,0.03869047619047622
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-ER01:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS,1,DNN-EEGNET,COMPLETE,11.0,-0.02371541501976293,0.2783203125,0.556640625,-0.3939393939393939,-0.07738095238095238,0.008928571428571452
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-ER01:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS,1,DNN-EEGNET,COMPLETE,11.0,-0.0019762845849802257,0.845703125,0.845703125,-0.09090909090909091,-0.059523809523809534,0.008928571428571508
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS-ER02:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:32_PER_CLASS,2,DNN-EEGNET,COMPLETE,11.0,-0.02083333333333337,0.5771484375,1.0,-0.21212121212121213,-0.10573122529644263,0.03273809523809523
