comparison_id,dataset_id,condition_id,budget_id,repeat,strongest_constituent_branch,closure_status,n,median_delta_BACC,p_value,holm_adjusted_p,rank_biserial,ci_low,ci_high
P02-A4-Lee2019_MI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-ER00:VS_STRONGEST,Lee2019_MI,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,0,DNN-EEGNET,COMPLETE,6.0,0.02999999999999997,0.21875,0.4375,0.6190476190476191,-0.050000000000000044,0.07999999999999996
P02-A4-Lee2019_MI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-ER00:VS_STRONGEST,Lee2019_MI,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,0,DNN-EEGNET,COMPLETE,6.0,0.08000000000000007,0.0625,0.4375,0.9047619047619048,-1.1102230246251565e-16,0.19999999999999996
P02-A4-Lee2019_MI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-ER01:VS_STRONGEST,Lee2019_MI,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,1,DNN-EEGNET,COMPLETE,6.0,0.04999999999999993,0.21875,0.4375,0.6190476190476191,-0.09999999999999998,0.15000000000000002
P02-A4-Lee2019_MI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-ER01:VS_STRONGEST,Lee2019_MI,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,1,DNN-EEGNET,COMPLETE,6.0,0.05999999999999994,0.03125,0.4375,1.0,0.030000000000000027,0.16000000000000003
P02-A4-Lee2019_MI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-ER02:VS_STRONGEST,Lee2019_MI,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,2,DNN-EEGNET,COMPLETE,6.0,0.04999999999999996,0.3125,0.625,0.5238095238095238,-0.04999999999999999,0.20499999999999993
P02-A4-Lee2019_MI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-ER02:VS_STRONGEST,Lee2019_MI,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,2,DNN-EEGNET,COMPLETE,6.0,0.04000000000000001,0.03125,0.625,1.0,0.010000000000000009,0.06000000000000005
P02-A4-Lee2019_MI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-ER03:VS_STRONGEST,Lee2019_MI,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,3,DNN-EEGNET,COMPLETE,6.0,0.06,0.1875,0.375,0.6666666666666666,-0.034999999999999976,0.16999999999999998
P02-A4-Lee2019_MI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-ER03:VS_STRONGEST,Lee2019_MI,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,3,DNN-EEGNET,COMPLETE,6.0,0.07500000000000001,0.21875,0.375,0.6190476190476191,-0.09000000000000008,0.10000000000000003
P02-A4-Lee2019_MI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-ER04:VS_STRONGEST,Lee2019_MI,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,4,DNN-EEGNET,COMPLETE,6.0,0.035,0.4375,0.875,0.42857142857142855,-0.06999999999999995,0.1299999999999999
P02-A4-Lee2019_MI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS-ER04:VS_STRONGEST,Lee2019_MI,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:128_PER_CLASS,4,DNN-EEGNET,COMPLETE,6.0,0.095,0.0625,0.875,0.9047619047619048,0.009999999999999953,0.195
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-ER00:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS,0,DNN-EEGNET,COMPLETE,11.0,0.0,1.0,1.0,-0.01818181818181818,-0.06422924901185767,0.038690476190476164
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-ER00:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS,0,DNN-EEGNET,COMPLETE,11.0,-0.014880952380952439,0.6376953125,1.0,-0.18181818181818182,-0.07440476190476186,0.00297619047619041
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-ER01:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS,1,DNN-EEGNET,COMPLETE,11.0,-0.0029761904761904656,0.2685546875,0.537109375,-0.3939393939393939,-0.1517857142857143,0.03162055335968372
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-ER01:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS,1,DNN-EEGNET,COMPLETE,11.0,-0.0892857142857143,0.0673828125,0.537109375,-0.6363636363636364,-0.20355731225296447,-0.02976190476190471
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-ER02:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS,2,DNN-EEGNET,COMPLETE,11.0,-0.026679841897233214,0.1748046875,0.349609375,-0.48484848484848486,-0.10671936758893286,-0.004940711462450675
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-ER02:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS,2,DNN-EEGNET,COMPLETE,11.0,-0.048418972332015864,0.365234375,0.365234375,-0.3333333333333333,-0.11857707509881427,0.04249011857707513
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-ER03:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS,3,DNN-EEGNET,COMPLETE,11.0,0.0029761904761904656,0.91015625,1.0,0.06666666666666667,-0.09226190476190477,0.014822134387351804
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-ER03:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS,3,DNN-EEGNET,COMPLETE,11.0,-0.01778656126482203,0.51953125,1.0,-0.24242424242424243,-0.11462450592885387,0.04150197628458496
P02-A4-PhysioNetMI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-ER04:VS_STRONGEST,PhysioNetMI,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS,4,DNN-EEGNET,COMPLETE,11.0,0.008928571428571397,0.8984375,1.0,-0.06060606060606061,-0.14880952380952378,0.0267857142857143
P02-A4-PhysioNetMI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-ER04:VS_STRONGEST,PhysioNetMI,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS,4,DNN-EEGNET,COMPLETE,11.0,-0.025691699604743157,0.232421875,1.0,-0.45454545454545453,-0.13043478260869568,0.03273809523809523
P02-A4-BNCI2014_001-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-ER00:VS_STRONGEST,BNCI2014_001,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS,0,DNN-EEGNET,COMPLETE,1.0,-0.01736111111111105,,,-1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-ER00:VS_STRONGEST,BNCI2014_001,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS,0,DNN-EEGNET,COMPLETE,1.0,-0.04513888888888895,,,-1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-ER01:VS_STRONGEST,BNCI2014_001,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS,1,DNN-EEGNET,COMPLETE,1.0,0.01388888888888884,,,1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-ER01:VS_STRONGEST,BNCI2014_001,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS,1,DNN-EEGNET,COMPLETE,1.0,-0.04513888888888884,,,-1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-ER02:VS_STRONGEST,BNCI2014_001,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS,2,DNN-EEGNET,COMPLETE,1.0,0.06944444444444453,,,1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-ER02:VS_STRONGEST,BNCI2014_001,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS,2,DNN-EEGNET,COMPLETE,1.0,0.01041666666666674,,,1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-ER03:VS_STRONGEST,BNCI2014_001,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS,3,DNN-EEGNET,COMPLETE,1.0,0.01736111111111116,,,1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-ER03:VS_STRONGEST,BNCI2014_001,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS,3,DNN-EEGNET,COMPLETE,1.0,-0.01736111111111105,,,-1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-ER04:VS_STRONGEST,BNCI2014_001,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS,4,DNN-EEGNET,COMPLETE,1.0,0.03819444444444442,,,1.0,,
P02-A4-BNCI2014_001-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-ER04:VS_STRONGEST,BNCI2014_001,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS,4,DNN-EEGNET,COMPLETE,1.0,-0.00347222222222221,,,-1.0,,
P02-A4-Lee2019_MI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-ER00:VS_STRONGEST,Lee2019_MI,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS,0,DNN-EEGNET,COMPLETE,6.0,0.015000000000000013,0.1875,0.375,0.6190476190476191,-0.07999999999999996,0.09000000000000002
P02-A4-Lee2019_MI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-ER00:VS_STRONGEST,Lee2019_MI,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS,0,DNN-EEGNET,COMPLETE,6.0,0.08000000000000007,0.4375,0.4375,0.42857142857142855,-0.07999999999999996,0.1399999999999999
P02-A4-Lee2019_MI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-ER01:VS_STRONGEST,Lee2019_MI,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS,1,DNN-EEGNET,COMPLETE,6.0,0.06000000000000005,0.40625,0.8125,0.42857142857142855,-0.0699999999999999,0.12
P02-A4-Lee2019_MI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-ER01:VS_STRONGEST,Lee2019_MI,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS,1,DNN-EEGNET,COMPLETE,6.0,0.06000000000000005,0.34375,0.8125,0.47619047619047616,-0.05999999999999994,0.09499999999999997
P02-A4-Lee2019_MI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-ER02:VS_STRONGEST,Lee2019_MI,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS,2,DNN-EEGNET,COMPLETE,6.0,0.05499999999999994,0.5625,1.0,0.3333333333333333,-0.09999999999999992,0.06000000000000005
P02-A4-Lee2019_MI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-ER02:VS_STRONGEST,Lee2019_MI,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS,2,DNN-EEGNET,COMPLETE,6.0,0.040000000000000036,0.40625,1.0,0.42857142857142855,-0.22000000000000008,0.07999999999999996
P02-A4-Lee2019_MI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-ER03:VS_STRONGEST,Lee2019_MI,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS,3,DNN-EEGNET,COMPLETE,6.0,0.010000000000000009,0.8125,1.0,0.2,-0.18000000000000005,0.06000000000000005
P02-A4-Lee2019_MI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-ER03:VS_STRONGEST,Lee2019_MI,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS,3,DNN-EEGNET,COMPLETE,6.0,0.030000000000000027,0.40625,1.0,0.42857142857142855,-0.11000000000000004,0.12499999999999994
P02-A4-Lee2019_MI-ENSEMBLE-A4-C4-MODEL-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-ER04:VS_STRONGEST,Lee2019_MI,A4-C4-MODEL-HARD-VOTE,P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS,4,DNN-EEGNET,COMPLETE,6.0,0.06000000000000005,0.15625,0.3125,0.7142857142857143,-0.024999999999999967,0.19999999999999996
P02-A4-Lee2019_MI-ENSEMBLE-A4-C5-MODEL-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS-ER04:VS_STRONGEST,Lee2019_MI,A4-C5-MODEL-PROB-AVG,P01-L1-LOW-CAL-OFFICIAL-R2:256_PER_CLASS,4,DNN-EEGNET,COMPLETE,6.0,0.08999999999999997,0.0625,0.3125,0.9047619047619048,0.00500000000000006,0.20999999999999996
