dataset_id,model_id,budget_per_class,BACC,status,delta_from_previous_budget_BACC,delta_vs_full_BACC,full_train_BACC
Lee2019_MI,DNN-EEGNET,64,0.5660000000000001,VALID,0.043333333333333446,-0.17566666666666653,0.7416666666666666
Lee2019_MI,DNN-EEGNET,128,0.5753333333333333,VALID,0.009333333333333194,-0.16633333333333333,0.7416666666666666
Lee2019_MI,DNN-EEGNET,256,0.663,VALID,0.08766666666666678,-0.07866666666666655,0.7416666666666666
Lee2019_MI,RIE-TS-LR,1,0.5016666666666667,VALID,,-0.245,0.7466666666666667
Lee2019_MI,RIE-TS-LR,2,0.4933333333333333,VALID,-0.008333333333333415,-0.2533333333333334,0.7466666666666667
Lee2019_MI,RIE-TS-LR,4,0.4983333333333333,VALID,0.0050000000000000044,-0.2483333333333334,0.7466666666666667
Lee2019_MI,RIE-TS-LR,8,0.5349999999999999,VALID,0.036666666666666625,-0.21166666666666678,0.7466666666666667
Lee2019_MI,RIE-TS-LR,16,0.5700000000000001,VALID,0.03500000000000014,-0.17666666666666664,0.7466666666666667
Lee2019_MI,RIE-TS-LR,32,0.5283333333333333,VALID,-0.04166666666666674,-0.21833333333333338,0.7466666666666667
Lee2019_MI,RIE-TS-LR,64,0.665,VALID,0.13666666666666671,-0.08166666666666667,0.7466666666666667
Lee2019_MI,RIE-TS-LR,128,0.7,VALID,0.03499999999999992,-0.046666666666666745,0.7466666666666667
Lee2019_MI,RIE-TS-LR,256,0.72,VALID,0.020000000000000018,-0.026666666666666727,0.7466666666666667
Lee2019_MI,SSL-CBRAMOD,1,0.5026666666666666,VALID,,-0.16533333333333333,0.6679999999999999
Lee2019_MI,SSL-CBRAMOD,2,0.484,VALID,-0.01866666666666661,-0.18399999999999994,0.6679999999999999
Lee2019_MI,SSL-CBRAMOD,4,0.4956666666666667,VALID,0.011666666666666714,-0.17233333333333323,0.6679999999999999
Lee2019_MI,SSL-CBRAMOD,8,0.5106666666666666,VALID,0.014999999999999902,-0.15733333333333333,0.6679999999999999
Lee2019_MI,SSL-CBRAMOD,16,0.488,VALID,-0.022666666666666613,-0.17999999999999994,0.6679999999999999
Lee2019_MI,SSL-CBRAMOD,32,0.4926666666666667,VALID,0.004666666666666708,-0.17533333333333323,0.6679999999999999
Lee2019_MI,SSL-CBRAMOD,64,0.4846666666666667,VALID,-0.008000000000000007,-0.18333333333333324,0.6679999999999999
Lee2019_MI,SSL-CBRAMOD,128,0.5346666666666666,VALID,0.04999999999999993,-0.1333333333333333,0.6679999999999999
Lee2019_MI,SSL-CBRAMOD,256,0.5593333333333333,VALID,0.024666666666666726,-0.10866666666666658,0.6679999999999999
PhysioNetMI,CLS-CSP-LDA,1,,EXPLICIT_NON_SUCCESS,,,0.5873158462091268
PhysioNetMI,CLS-CSP-LDA,2,0.5458138699245418,VALID,,-0.04150197628458496,0.5873158462091268
PhysioNetMI,CLS-CSP-LDA,4,0.5018864534674811,VALID,-0.043927416457060775,-0.08542939274164574,0.5873158462091268
PhysioNetMI,CLS-CSP-LDA,8,0.5159899389148401,VALID,0.014103485447359065,-0.07132590729428667,0.5873158462091268
PhysioNetMI,CLS-CSP-LDA,16,0.5278476464247215,VALID,0.011857707509881354,-0.05946819978440532,0.5873158462091268
PhysioNetMI,CLS-CSP-LDA,32,0.5038627380524614,VALID,-0.023984908372260083,-0.0834531081566654,0.5873158462091268
PhysioNetMI,CLS-CSP-LDA,64,0.5157204455623428,VALID,0.011857707509881354,-0.07159540064678405,0.5873158462091268
PhysioNetMI,CLS-CSP-LDA,128,0.5211103126122889,VALID,0.005389867049946151,-0.0662055335968379,0.5873158462091268
PhysioNetMI,CLS-CSP-LDA,256,0.5555156306144449,VALID,0.03440531800215596,-0.031800215594681935,0.5873158462091268
PhysioNetMI,DNN-EEGNET,1,0.4917355371900826,VALID,,-0.13638160258713622,0.6281171397772188
PhysioNetMI,DNN-EEGNET,2,0.4969816744520302,VALID,0.005246137261947559,-0.13113546532518866,0.6281171397772188
PhysioNetMI,DNN-EEGNET,4,0.4984189723320158,VALID,0.001437297879985644,-0.12969816744520302,0.6281171397772188
PhysioNetMI,DNN-EEGNET,8,0.4970535393460294,VALID,-0.0013654329859864034,-0.13106360043118942,0.6281171397772188
PhysioNetMI,DNN-EEGNET,16,0.5255300035932446,VALID,0.028476464247215227,-0.10258713618397419,0.6281171397772188
PhysioNetMI,DNN-EEGNET,32,0.5262486525332375,VALID,0.0007186489399928497,-0.10186848724398134,0.6281171397772188
PhysioNetMI,DNN-EEGNET,64,0.5331297161336688,VALID,0.006881063600431281,-0.09498742364355006,0.6281171397772188
PhysioNetMI,DNN-EEGNET,128,0.5505928853754941,VALID,0.017463169241825338,-0.07752425440172472,0.6281171397772188
PhysioNetMI,DNN-EEGNET,256,0.5696191160618038,VALID,0.01902623068630971,-0.058498023715415015,0.6281171397772188
PhysioNetMI,RIE-TS-LR,1,0.5130255120373697,VALID,,-0.09980237154150207,0.6128278835788717
PhysioNetMI,RIE-TS-LR,2,0.5,VALID,-0.01302551203736968,-0.11282788357887175,0.6128278835788717
PhysioNetMI,RIE-TS-LR,4,0.511498383039885,VALID,0.01149838303988504,-0.1013295005389867,0.6128278835788717
PhysioNetMI,RIE-TS-LR,8,0.5020661157024793,VALID,-0.009432267337405764,-0.11076176787639247,0.6128278835788717
PhysioNetMI,RIE-TS-LR,16,0.5482393100970175,VALID,0.046173194394538264,-0.0645885734818542,0.6128278835788717
PhysioNetMI,RIE-TS-LR,32,0.5215594681997844,VALID,-0.02667984189723316,-0.09126841537908736,0.6128278835788717
PhysioNetMI,RIE-TS-LR,64,0.5366510959396336,VALID,0.015091627739849178,-0.07617678763923819,0.6128278835788717
PhysioNetMI,RIE-TS-LR,128,0.5517427236794825,VALID,0.015091627739848956,-0.06108515989938923,0.6128278835788717
PhysioNetMI,RIE-TS-LR,256,0.5631512756018685,VALID,0.01140855192238599,-0.04967660797700324,0.6128278835788717
PhysioNetMI,SSL-CBRAMOD,1,0.4943406395975566,VALID,,-0.05034135824649655,0.5446819978440531
PhysioNetMI,SSL-CBRAMOD,2,0.5038627380524614,VALID,0.009522098454904815,-0.04081925979159173,0.5446819978440531
PhysioNetMI,SSL-CBRAMOD,4,0.4932446999640675,VALID,-0.0106180380883939,-0.05143729787998563,0.5446819978440531
PhysioNetMI,SSL-CBRAMOD,8,0.505407833273446,VALID,0.01216313330937846,-0.03927416457060717,0.5446819978440531
PhysioNetMI,SSL-CBRAMOD,16,0.5064858066834351,VALID,0.0010779734099891636,-0.03819619116061801,0.5446819978440531
PhysioNetMI,SSL-CBRAMOD,32,0.4855371900826446,VALID,-0.020948616600790504,-0.05914480776140851,0.5446819978440531
PhysioNetMI,SSL-CBRAMOD,64,0.4966223499820338,VALID,0.011085159899389185,-0.04805964786201933,0.5446819978440531
PhysioNetMI,SSL-CBRAMOD,128,0.502299676607977,VALID,0.005677326625943224,-0.042382321236076104,0.5446819978440531
PhysioNetMI,SSL-CBRAMOD,256,0.5085159899389149,VALID,0.0062163133309378615,-0.03616600790513824,0.5446819978440531
