comparison_id,dataset_id,role_id,budget_id,repeat,alternative_condition,closure_status,n,median_delta_BACC,p_value,holm_adjusted_p,rank_biserial,ci_low,ci_high
P02-A4-Lee2019_MI-NEURAL-A4-C2-MULTI-HARD-VOTE-FULL_TRAIN-MR01:VS:A4-C0-CORE,Lee2019_MI,NEURAL,FULL_TRAIN,1,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-NEURAL-A4-C3-MULTI-PROB-AVG-FULL_TRAIN-MR01:VS:A4-C0-CORE,Lee2019_MI,NEURAL,FULL_TRAIN,1,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-NEURAL-A4-C1-LONG-3P5S-FULL_TRAIN-MR02:VS:A4-C0-CORE,Lee2019_MI,NEURAL,FULL_TRAIN,2,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-NEURAL-A4-C2-MULTI-HARD-VOTE-FULL_TRAIN-MR02:VS:A4-C0-CORE,Lee2019_MI,NEURAL,FULL_TRAIN,2,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-NEURAL-A4-C3-MULTI-PROB-AVG-FULL_TRAIN-MR02:VS:A4-C0-CORE,Lee2019_MI,NEURAL,FULL_TRAIN,2,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-NEURAL-A4-C1-LONG-3P5S-FULL_TRAIN-MR03:VS:A4-C0-CORE,Lee2019_MI,NEURAL,FULL_TRAIN,3,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-NEURAL-A4-C2-MULTI-HARD-VOTE-FULL_TRAIN-MR03:VS:A4-C0-CORE,Lee2019_MI,NEURAL,FULL_TRAIN,3,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-NEURAL-A4-C3-MULTI-PROB-AVG-FULL_TRAIN-MR03:VS:A4-C0-CORE,Lee2019_MI,NEURAL,FULL_TRAIN,3,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-NEURAL-A4-C1-LONG-3P5S-FULL_TRAIN-MR04:VS:A4-C0-CORE,Lee2019_MI,NEURAL,FULL_TRAIN,4,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-NEURAL-A4-C2-MULTI-HARD-VOTE-FULL_TRAIN-MR04:VS:A4-C0-CORE,Lee2019_MI,NEURAL,FULL_TRAIN,4,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-NEURAL-A4-C3-MULTI-PROB-AVG-FULL_TRAIN-MR04:VS:A4-C0-CORE,Lee2019_MI,NEURAL,FULL_TRAIN,4,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-SSL-A4-C1-LONG-3P5S-FULL_TRAIN-MR00:VS:A4-C0-CORE,Lee2019_MI,SSL,FULL_TRAIN,0,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-SSL-A4-C2-MULTI-HARD-VOTE-FULL_TRAIN-MR00:VS:A4-C0-CORE,Lee2019_MI,SSL,FULL_TRAIN,0,A4-C2-MULTI-HARD-VOTE,COMPLETE,6.0,-0.015000000000000013,0.71875,1.0,-0.19047619047619047,-0.065,0.040000000000000036
P02-A4-Lee2019_MI-SSL-A4-C3-MULTI-PROB-AVG-FULL_TRAIN-MR00:VS:A4-C0-CORE,Lee2019_MI,SSL,FULL_TRAIN,0,A4-C3-MULTI-PROB-AVG,COMPLETE,6.0,-5.551115123125783e-17,0.53125,1.0,-0.3333333333333333,-0.07,0.044999999999999984
P02-A4-Lee2019_MI-SSL-A4-C1-LONG-3P5S-FULL_TRAIN-MR01:VS:A4-C0-CORE,Lee2019_MI,SSL,FULL_TRAIN,1,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-SSL-A4-C2-MULTI-HARD-VOTE-FULL_TRAIN-MR01:VS:A4-C0-CORE,Lee2019_MI,SSL,FULL_TRAIN,1,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-SSL-A4-C3-MULTI-PROB-AVG-FULL_TRAIN-MR01:VS:A4-C0-CORE,Lee2019_MI,SSL,FULL_TRAIN,1,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-SSL-A4-C1-LONG-3P5S-FULL_TRAIN-MR02:VS:A4-C0-CORE,Lee2019_MI,SSL,FULL_TRAIN,2,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-SSL-A4-C2-MULTI-HARD-VOTE-FULL_TRAIN-MR02:VS:A4-C0-CORE,Lee2019_MI,SSL,FULL_TRAIN,2,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-SSL-A4-C3-MULTI-PROB-AVG-FULL_TRAIN-MR02:VS:A4-C0-CORE,Lee2019_MI,SSL,FULL_TRAIN,2,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-SSL-A4-C1-LONG-3P5S-FULL_TRAIN-MR03:VS:A4-C0-CORE,Lee2019_MI,SSL,FULL_TRAIN,3,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-SSL-A4-C2-MULTI-HARD-VOTE-FULL_TRAIN-MR03:VS:A4-C0-CORE,Lee2019_MI,SSL,FULL_TRAIN,3,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-SSL-A4-C3-MULTI-PROB-AVG-FULL_TRAIN-MR03:VS:A4-C0-CORE,Lee2019_MI,SSL,FULL_TRAIN,3,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-SSL-A4-C1-LONG-3P5S-FULL_TRAIN-MR04:VS:A4-C0-CORE,Lee2019_MI,SSL,FULL_TRAIN,4,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-SSL-A4-C2-MULTI-HARD-VOTE-FULL_TRAIN-MR04:VS:A4-C0-CORE,Lee2019_MI,SSL,FULL_TRAIN,4,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-SSL-A4-C3-MULTI-PROB-AVG-FULL_TRAIN-MR04:VS:A4-C0-CORE,Lee2019_MI,SSL,FULL_TRAIN,4,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-CLASSICAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,CLASSICAL,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,0,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-CLASSICAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,CLASSICAL,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,0,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-CLASSICAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,CLASSICAL,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,0,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-RIEMANNIAN-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,RIEMANNIAN,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,0,A4-C1-LONG-3P5S,COMPLETE,6.0,0.0,1.0,1.0,0.0,-0.020000000000000018,0.024999999999999994
P02-A4-Lee2019_MI-RIEMANNIAN-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,RIEMANNIAN,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,0,A4-C2-MULTI-HARD-VOTE,COMPLETE,6.0,0.0,1.0,1.0,0.1,-0.020000000000000018,0.024999999999999994
P02-A4-Lee2019_MI-RIEMANNIAN-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,RIEMANNIAN,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,0,A4-C3-MULTI-PROB-AVG,COMPLETE,6.0,-0.0050000000000000044,1.0,1.0,-0.2,-0.010000000000000009,0.0050000000000000044
P02-A4-Lee2019_MI-NEURAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,0,A4-C1-LONG-3P5S,COMPLETE,6.0,-0.0050000000000000044,0.8125,1.0,-0.2,-0.11000000000000004,0.020000000000000018
P02-A4-Lee2019_MI-NEURAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,0,A4-C2-MULTI-HARD-VOTE,COMPLETE,6.0,-0.0050000000000000044,1.0,1.0,-0.06666666666666667,-0.04500000000000001,0.030000000000000027
P02-A4-Lee2019_MI-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,0,A4-C3-MULTI-PROB-AVG,COMPLETE,6.0,0.0,0.96875,1.0,0.09523809523809523,-0.06000000000000005,0.03500000000000003
P02-A4-Lee2019_MI-NEURAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR01:VS:A4-C0-CORE,Lee2019_MI,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,1,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-NEURAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR01:VS:A4-C0-CORE,Lee2019_MI,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,1,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR01:VS:A4-C0-CORE,Lee2019_MI,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,1,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-NEURAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR02:VS:A4-C0-CORE,Lee2019_MI,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,2,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-NEURAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR02:VS:A4-C0-CORE,Lee2019_MI,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,2,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR02:VS:A4-C0-CORE,Lee2019_MI,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,2,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-NEURAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR03:VS:A4-C0-CORE,Lee2019_MI,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,3,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-NEURAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR03:VS:A4-C0-CORE,Lee2019_MI,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,3,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR03:VS:A4-C0-CORE,Lee2019_MI,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,3,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-NEURAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR04:VS:A4-C0-CORE,Lee2019_MI,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,4,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-NEURAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR04:VS:A4-C0-CORE,Lee2019_MI,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,4,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR04:VS:A4-C0-CORE,Lee2019_MI,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,4,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-SSL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,0,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,0,A4-C2-MULTI-HARD-VOTE,COMPLETE,6.0,-0.0050000000000000044,0.875,1.0,-0.09523809523809523,-0.05000000000000002,0.05499999999999999
P02-A4-Lee2019_MI-SSL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,0,A4-C3-MULTI-PROB-AVG,COMPLETE,6.0,0.025000000000000022,0.1875,1.0,0.7333333333333333,-0.030000000000000027,0.050000000000000044
P02-A4-Lee2019_MI-SSL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR01:VS:A4-C0-CORE,Lee2019_MI,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,1,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR01:VS:A4-C0-CORE,Lee2019_MI,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,1,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-SSL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR01:VS:A4-C0-CORE,Lee2019_MI,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,1,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-SSL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR02:VS:A4-C0-CORE,Lee2019_MI,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,2,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR02:VS:A4-C0-CORE,Lee2019_MI,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,2,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-SSL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR02:VS:A4-C0-CORE,Lee2019_MI,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,2,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-SSL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR03:VS:A4-C0-CORE,Lee2019_MI,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,3,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR03:VS:A4-C0-CORE,Lee2019_MI,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,3,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-SSL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR03:VS:A4-C0-CORE,Lee2019_MI,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,3,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-SSL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR04:VS:A4-C0-CORE,Lee2019_MI,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,4,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR04:VS:A4-C0-CORE,Lee2019_MI,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,4,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-SSL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS-MR04:VS:A4-C0-CORE,Lee2019_MI,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:1_PER_CLASS,4,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-CLASSICAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,CLASSICAL,P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS,0,A4-C1-LONG-3P5S,COMPLETE,6.0,0.0,1.0,1.0,0.0,0.0,0.0
P02-A4-Lee2019_MI-CLASSICAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,CLASSICAL,P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS,0,A4-C2-MULTI-HARD-VOTE,COMPLETE,6.0,0.0,1.0,1.0,0.0,0.0,0.0
P02-A4-Lee2019_MI-CLASSICAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,CLASSICAL,P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS,0,A4-C3-MULTI-PROB-AVG,COMPLETE,6.0,0.0,1.0,1.0,0.0,0.0,0.0
P02-A4-Lee2019_MI-RIEMANNIAN-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,RIEMANNIAN,P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS,0,A4-C1-LONG-3P5S,COMPLETE,6.0,0.0,0.5,1.0,-1.0,-0.010000000000000009,0.0
P02-A4-Lee2019_MI-RIEMANNIAN-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,RIEMANNIAN,P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS,0,A4-C2-MULTI-HARD-VOTE,COMPLETE,6.0,0.0,0.5,1.0,-1.0,-0.010000000000000009,0.0
P02-A4-Lee2019_MI-RIEMANNIAN-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,RIEMANNIAN,P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS,0,A4-C3-MULTI-PROB-AVG,COMPLETE,6.0,0.0,0.5,1.0,-1.0,-0.010000000000000037,0.0
P02-A4-Lee2019_MI-NEURAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS,0,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-NEURAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS,0,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR00:VS:A4-C0-CORE,Lee2019_MI,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS,0,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-NEURAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR01:VS:A4-C0-CORE,Lee2019_MI,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS,1,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-NEURAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR01:VS:A4-C0-CORE,Lee2019_MI,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS,1,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR01:VS:A4-C0-CORE,Lee2019_MI,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS,1,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-NEURAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR02:VS:A4-C0-CORE,Lee2019_MI,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS,2,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-NEURAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR02:VS:A4-C0-CORE,Lee2019_MI,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS,2,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR02:VS:A4-C0-CORE,Lee2019_MI,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS,2,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-NEURAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR03:VS:A4-C0-CORE,Lee2019_MI,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS,3,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-NEURAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR03:VS:A4-C0-CORE,Lee2019_MI,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS,3,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-Lee2019_MI-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR03:VS:A4-C0-CORE,Lee2019_MI,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS,3,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
