dataset_id,branch_id,subject_id,BACC,F1_MACRO,ACC,ROC_AUC
PhysioNetMI,RIE-TS-LR,47,0.5535714285714286,0.5535714285714286,0.5555555555555556,0.6051587301587302
PhysioNetMI,RIE-TS-LR,48,0.7579051383399209,0.7536087605774017,0.7555555555555555,0.7984189723320159
PhysioNetMI,RIE-TS-LR,57,0.6815476190476191,0.6811740890688258,0.6888888888888889,0.7738095238095238
PhysioNetMI,RIE-TS-LR,71,0.6086956521739131,0.533410138248848,0.6,0.9367588932806324
PhysioNetMI,RIE-TS-LR,93,0.8883399209486166,0.8886689757545769,0.8888888888888888,0.9209486166007904
PhysioNetMI,RIE-TS-LR,98,0.5553359683794465,0.5553359683794465,0.5555555555555556,0.6047430830039526
PhysioNetMI,RIE-TS-LR,107,0.5238095238095238,0.3983957219251337,0.5555555555555556,0.7857142857142857
PhysioNetMI,SAN-MAJ,6,0.5,0.3478260869565217,0.5333333333333333,
PhysioNetMI,SAN-MAJ,27,0.5,0.3382352941176471,0.5111111111111111,
PhysioNetMI,SAN-MAJ,39,0.5,0.3382352941176471,0.5111111111111111,
PhysioNetMI,SAN-MAJ,40,0.5,0.3181818181818182,0.4666666666666667,
PhysioNetMI,SAN-MAJ,47,0.5,0.3478260869565217,0.5333333333333333,
PhysioNetMI,SAN-MAJ,48,0.5,0.3283582089552239,0.4888888888888889,
PhysioNetMI,SAN-MAJ,57,0.5,0.3478260869565217,0.5333333333333333,
PhysioNetMI,SAN-MAJ,71,0.5,0.3283582089552239,0.4888888888888889,
PhysioNetMI,SAN-MAJ,93,0.5,0.3382352941176471,0.5111111111111111,
PhysioNetMI,SAN-MAJ,98,0.5,0.3382352941176471,0.5111111111111111,
PhysioNetMI,SAN-MAJ,107,0.5,0.3478260869565217,0.5333333333333333,
PhysioNetMI,SAN-PERM,6,0.5,0.3970116706954604,0.5044444444444445,0.4967857142857142
PhysioNetMI,SAN-PERM,27,0.4934486166007905,0.4408081850862163,0.4944444444444444,0.496798418972332
PhysioNetMI,SAN-PERM,39,0.5026778656126482,0.4099584524274673,0.504,0.5007509881422925
PhysioNetMI,SAN-PERM,40,0.49916666666666665,0.3874087234173046,0.4953333333333333,0.49117063492063495
PhysioNetMI,SAN-PERM,47,0.5011309523809523,0.38646818529436994,0.5073333333333333,0.5065873015873016
PhysioNetMI,SAN-PERM,48,0.4920355731225296,0.3920150314949925,0.4908888888888889,0.4834584980237154
PhysioNetMI,SAN-PERM,57,0.4977678571428571,0.4428311054776129,0.5037777777777778,0.4982142857142857
PhysioNetMI,SAN-PERM,71,0.5016403162055336,0.45010308827144835,0.5013333333333333,0.5081620553359684
PhysioNetMI,SAN-PERM,93,0.5125197628458498,0.4389519934063607,0.5131111111111111,0.5160079051383399
PhysioNetMI,SAN-PERM,98,0.49648221343873516,0.42518900974127655,0.4968888888888889,0.4906126482213438
PhysioNetMI,SAN-PERM,107,0.4988690476190476,0.43047050262827985,0.5066666666666666,0.5004563492063492
PhysioNetMI,SAN-PRIOR,6,0.5,0.3478260869565217,0.5333333333333333,0.5
PhysioNetMI,SAN-PRIOR,27,0.5,0.3382352941176471,0.5111111111111111,0.5
PhysioNetMI,SAN-PRIOR,39,0.5,0.3382352941176471,0.5111111111111111,0.5
PhysioNetMI,SAN-PRIOR,40,0.5,0.3181818181818182,0.4666666666666667,0.5
PhysioNetMI,SAN-PRIOR,47,0.5,0.3478260869565217,0.5333333333333333,0.5
